id_envio,fecha_operacion,cantidad_paquetes,peso_paquete_kg,tarifa_base,descuento_pct,canal,metodo_pago,calificacion,costo_envio,observacion,sedes_nombre,sedes_distrito,sedes_zona,tipos_envio_nombre,tipos_envio_categoria,tipos_envio_tarifa_base,clientes_nombre,clientes_distrito,clientes_segmento,clientes_fecha_registro
411,,7,"28,47",14.68,8,  App ,Yape,1,102.8,Revisar,Sede 5,lima,Oeste,Paquete pequeno,Liviano,14.68,Fiorella Mendoza,Los Olivos,Premium,2025-12-22
412,2026-02-17,4,13.15,118.81,12,app,Plin,2,145.82,Promocion,Sede 1,,  Este ,Mudanza pequena,Volumen,118.81,Marco Paredes,  La Molina ,Premium,2025-10-13
413,2026-03-22,5,25.91,8.28,20,WhatsApp,EfEcTiVo,4 aprox,80.88,,  Sede 2 ,Chorrillos,Sur,Documento,LIVIANO,8.28,Luis Torres,Ate,Premium,2025-06-12
414,2026-05-20,5,32.42,51.69,0,Web,Yape,2,117.72,,Sede 6,Surco,centro,Fragil,  Especial ,51.69,Fiorella Ramos,Surco,Regular, 2025-06-26 
415,2026-04-05,3,27.31,26.64, 20 ,App,Efectivo,3,88.94,,Sede 3,Independencia,Sur,Paquete mediano,Regular,26.64,DIEGO SALAZAR,LoS OlIvOs,,2025-02-13
416,2026-02-26,6,11.26,14.68,15,web,EfEcTiVo,2,82.0,OK,Sede 7,Comas,este,Paquete pequeno,Liviano,14.68,ELENA CRUZ,Ventanilla,Corporativo,2025-10-03
417,2026-01-26,3,16.01,S/ 51.69,12,WhatsApp,Transferencia,5 aprox,107.2,Cliente frecuente,Sede 5,lima,Oeste,Fragil,  Especial ,51.69,Jorge Castillo,San Miguel,Premium,2025-08-27
418,2026-03-20,,24.42,26.64,12,Telefono,Plin,1,69.41,,Sede 7,Comas,este,Paquete mediano,Regular,26.64,Maria Paredes,Surco,CORPORATIVO,2025-09-19
419,2026/02/04,3,34.99,89.36,,Presencial,Transferencia,5,153.71,OK,  Sede 2 ,Chorrillos,Sur,Refrigerado,EsPeCiAl,89.36,Jorge Castillo,San Miguel,Premium,2025-08-27
420,02/02/2026,2,4.49, 26.64 ,10,WhatsApp,Yape,1,304.89,,  Sede 2 ,Chorrillos,Sur,Paquete mediano,Regular,26.64,,Ate,Premium,2025-10-09
421,2026-03-10,6,8.01,57.44,12,Telefono,Efectivo,1,91.42,,Sede 3,Independencia,Sur,Courier empresarial,Empresa,57.44,Fiorella Gomez,Chorrillos,Regular,2025-08-09
422,17/05/2026,5,30.78,76.22,20,Telefono,Plin,2,126.87,Promocion,  Sede 2 ,Chorrillos,Sur,Express,,76.22,Luis Gomez,Ate,Corporativo,2025/09/13
423,2026-02-01,8,18.8 aprox,26.64,8,Telefono,Tarjeta,1,111.81,Promocion,Sede 3,Independencia,Sur,Paquete mediano,Regular,26.64,Fiorella Huaman,Ventanilla,Premium,2025-05-05
424,2026-05-05,7,28.77,14.68,12,  Web ,Yape,4,108.46,,Sede 7,Comas,este,Paquete pequeno,Liviano,14.68,Carlos Soto,Callao,Nuevo,2025-07-25
425,2026-05-21,2,5.78,51.69,0,Web,Tarjeta,4,60.91,,Sede 5,lima,Oeste,Fragil,  Especial ,51.69,Valeria Ramos,Villa El Salvador,Premium,2025/01/15
426,17/04/2026,4,31.56 aprox,43.99,5,WhatsApp,Transferencia,1, 106.39 ,,Sede 4,SaN MiGuEl,  Este ,Paquete grande,Regular,43.99,Valeria Paredes,LoS OlIvOs,Corporativo,2025-04-15
427,2026-03-13,3,31.1,,20,Web,Efectivo,3,106.76,,  Sede 2 ,Chorrillos,Sur,Courier empresarial,Empresa,57.44,Jorge Gomez,Villa El Salvador,Frecuente,2025-09-16
428,2026-02-09,2,10.46,26.64,12,Presencial,Efectivo,2,212.46,Cliente frecuente,Sede 7,Comas,este,Paquete mediano,Regular,26.64,Miguel Mendoza,Comas,Corporativo,2025-06-02
429,2026-03-28,3,24.18,76.22,10,Web,,4,"133,11",Cliente frecuente,Sede 6,Surco,centro,Express,,76.22,Victor Reyes,Callao,,2025-05-11
430,,7,"28,47",14.68,8,  App ,Yape,1,102.8,Revisar,Sede 5,lima,Oeste,Paquete pequeno,Liviano,14.68,Fiorella Mendoza,Los Olivos,Premium,2025-12-22
431,2026-04-25,5,28.79,"8,28", 12 ,Presencial,PLIN,4,93.12,Revisar,Sede 7,Comas,este,Documento,LIVIANO,8.28,Victor Navarro,San Miguel,Premium,2025-07-05
432,2026-01-24,2,9.28,118.81,5,Presencial,TRANSFERENCIA,5,119.89,Cliente frecuente,Sede 6,Surco,centro,Mudanza pequena,Volumen,118.81,Carlos Huaman,Chorrillos,Premium,2025-10-20
433,2026-05-17,1,41.83,89.36,0 aprox,Presencial,Transferencia,2,S/ 161.99,,Sede 3,Independencia,Sur,Refrigerado,EsPeCiAl,89.36,Diego Huaman,miraflores,Nuevo,2025-07-07
434,2026-06-18,8,21.06,89.36,8,telefono,,1,184.47,,Sede 1,,  Este ,Refrigerado,EsPeCiAl,89.36,Carlos Soto,Callao,Nuevo,2025-07-25
435, 2026-02-22 ,2,,57.44,5,Web,Tarjeta,5,111.01,OK,Sede 4,SaN MiGuEl,  Este ,Courier empresarial,Empresa,57.44,Ana Vargas,San Miguel,  Corporativo ,2025-06-15
436,2026-01-17,4,14.84 aprox,51.69,15,WhAtSaPp,PlIn,1,86.79,PROMOCION,  Sede 2 ,Chorrillos,Sur,Fragil,  Especial ,51.69,Jorge Castillo,San Miguel,Premium,2025-08-27
437,2026-02-18,5,31.73,89.36, 5 ,WhAtSaPp,Efectivo,1,139.65,,Sede 1,,  Este ,Refrigerado,EsPeCiAl,89.36,Diana Castillo,,Regular,12/05/2025
438,2026-04-21,3,34.61,26.64,20,Telefono,Yape,4, 104.0 ,,Sede 6,Surco,centro,Paquete mediano,Regular,26.64,,San Juan de Lurigancho,Frecuente,2025-04-19
439,2026-02-13,8,27.96,118.81, 0 ,WhatsApp,Transferencia,5,190.57,Promocion,Sede 5,lima,Oeste,Mudanza pequena,Volumen,118.81,Marco Reyes,MIRAFLORES,Regular,2025-02-28
440,2026-04-24,1,10.12,51.69,0,app,Tarjeta,3,80.04,OK,  Sede 2 ,Chorrillos,Sur,Fragil,  Especial ,51.69,Miguel Flores,La Molina,CoRpOrAtIvO,2025-10-23
441,,4,12.66,43.99,8,Presencial,yape,1,73.87,Promocion,Sede 1,,  Este ,Paquete grande,Regular,43.99,Maria Paredes,Surco,CORPORATIVO,2025-09-19
442,,8, 12.61 , 26.64 , 20 ,Telefono,Tarjeta,5,96.9,Promocion,Sede 6,Surco,centro,Paquete mediano,Regular,26.64,Claudia Ramos,Lima,Corporativo,2025-05-04
443,2026-06-20,2,5.22,26.64,5,WhatsApp,YaPe,3,47.61,Promocion,Sede 1,,  Este ,Paquete mediano,Regular,26.64,Fiorella Paredes,La  Molina,Corporativo,2025-09-26
444,2026-05-21,8,12.42,57.44 aprox,5,Presencial,Transferencia,5,104.74,Cliente frecuente,Sede 5,lima,Oeste,Courier empresarial,Empresa,57.44,Andre Mendoza,Ate,Frecuente,2025/10/26
445,2026-05-04,7,13.18,43.99,0,App,Yape,5,97.46,,Sede 5,lima,Oeste,Paquete grande,Regular,43.99,Camila Quispe,Independencia,Nuevo,2025-08-16
446,2026-01-13,8,27.05,8.28,0,WhatsApp,Plin,3,92.93,Promocion,  Sede 2 ,Chorrillos,Sur,Documento,LIVIANO,8.28,Ana Vargas,San Miguel,  Corporativo ,2025-06-15
447,2026-06-09,4,22.0,43.99,12 aprox,WhatsApp,Yape,5,98.66,Promocion,Sede 3,Independencia,Sur,Paquete grande,Regular,43.99,Miguel Flores,San Juan de Lurigancho,Frecuente,2025-01-16
448,2026-04-09,7,8.31,26.64,0,Telefono,Tarjeta,1,87.27,Promocion,Sede 3,Independencia,Sur,Paquete mediano,Regular,26.64,Victor Reyes,Callao,,2025-05-11
449, 2026-03-11 ,6,29.35,51.69,12 aprox,Telefono,Yape,4,122.85,OK,Sede 5,lima,Oeste,Fragil,  Especial ,51.69,Jorge Mendoza,Independencia,Frecuente,2025-12-13
450,2026-02-02,3,15.44,26.64,12,Web,EfEcTiVo,2,88.09,,Sede 4,SaN MiGuEl,  Este ,Paquete mediano,Regular,26.64,Carlos Soto,Callao,Nuevo,2025-07-25
451,2026-05-19, 4 ,20.93,"8,28",20,WhatsApp,Efectivo,1,52.42,,Sede 4,SaN MiGuEl,  Este ,Documento,LIVIANO,8.28,,San Juan de Lurigancho,Frecuente,2025-04-19
452,10-03-2026,5,"3,26",51.69 aprox,12,Presencial,,2,96.81,,Sede 7,Comas,este,Fragil,  Especial ,51.69,Valeria Torres,Chorrillos,Corporativo,2025-09-22
453,2026-02-17,7,17.48,76.22,5,  Web ,Transferencia,4,140.29 aprox,Promocion,Sede 5,lima,Oeste,Express,,76.22,Miguel Reyes,Surco,Premium,2025/01/09
454,2026-04-15,5,16.44,51.69,20,App,Efectivo,4,76.03,,  Sede 2 ,Chorrillos,Sur,Fragil,  Especial ,51.69,Sofia Gomez,Ventanilla,FRECUENTE,2025-06-17
455,2026-03-21,2,18.83,89.36,0,Web,Yape,1,120.26,Ok,Sede 1,,  Este ,Refrigerado,EsPeCiAl,89.36,Luis Paredes,ate,Corporativo,2025-01-22
456,2026-04-21,7,31.83,14.68,10,Presencial,Efectivo,3,115.84,Revisar,Sede 5,lima,Oeste,Paquete pequeno,Liviano,14.68,Victor Castillo,Comas,Premium,2025-09-06
457,2026-02-20,8,26.96,8.28,20,Web,Tarjeta,4,93.54,Promocion,Sede 5,lima,Oeste,Documento,LIVIANO,8.28,Fiorella Mendoza,Los Olivos,Premium,2025-12-22
458,2026-03-19,6,10.68,118.81,12,WhatsApp,Efectivo,3,137.97,Promocion,Sede 3,Independencia,Sur,Mudanza pequena,Volumen,118.81,Victor Sayan,Chorrillos,,2025-09-16
459,2026-04-18,3,28.44,89.36,10,Telefono,yape,4,156.54,Promocion,Sede 3,Independencia,Sur,Refrigerado,EsPeCiAl,89.36,VALERIA QUISPE,Callao,Nuevo,2025-06-04
460,2026/05/01,7,5.17, 89.36 ,20,Presencial,Efectivo,3,124.62,Revisar,Sede 5,lima,Oeste,Refrigerado,EsPeCiAl,89.36,Elena Paredes,Los Olivos,Corporativo,2025-02-27
461, 2026-05-26 ,2,14.54,57.44,0,Presencial,TRANSFERENCIA,3,113.52,OK,Sede 5,lima,Oeste,Courier empresarial,Empresa,57.44,Valeria Ramos,Villa El Salvador,Premium,2025/01/15
462,2026-02-25,8,14.45,26.64,0,App,Yape,5,100.05,,Sede 7,Comas,este,Paquete mediano,Regular,26.64,Luis Gomez,Ate,Corporativo,2025/09/13
463,2026-05-02,7,2.18,51.69,20,Web,Yape,5,92.24,,Sede 7,Comas,este,Fragil,  Especial ,51.69,Miguel Flores,La Molina,CoRpOrAtIvO,2025-10-23
464,2026-04-04,5,2.7,8.28,0,WhatsApp,Efectivo,2,52.24,Revisar,Sede 7,Comas,este,Documento,LIVIANO,8.28,Sofia Gomez,Ventanilla,FRECUENTE,2025-06-17
465,18-02-2026,1,32.58,118.81,8,Presencial,,4,151.62,Cliente frecuente,Sede 3,Independencia,Sur,Mudanza pequena,Volumen,118.81,Lucia Campos,  Independencia ,Frecuente,2025-05-03
466,2026-01-13,6 aprox,7.25,51.69 aprox,0,WhatsApp,TaRjEtA,1,90.22,Cliente frecuente,Sede 6,Surco,centro,Fragil,  Especial ,51.69,Diana Torres,Callao,Premium,2025-04-06
467,2026-05-24,6,24.11,76.22,0,PrEsEnCiAl,Yape,4,157.3,Promocion,Sede 6,Surco,centro,Express,,76.22,Miguel Mendoza,Comas,Corporativo,2025-06-02
468,2026-06-01,2,27.66,118.81,10,WhatsApp,  Plin ,3,135.15,,Sede 6,Surco,centro,Mudanza pequena,Volumen,118.81,Diego Sayan,,Nuevo,2025-05-16
469,2026-02-18,1,12.47,26.64,0,Telefono,Efectivo,,37.47,Cliente frecuente,Sede 7,Comas,este,Paquete mediano,Regular,26.64,Ana Rojas,Chorrillos,Nuevo,2025-04-09
470,09/04/2026,7,32.83,14.68,0,App,Tarjeta,5,92.96,Promocion,Sede 7,Comas,este,Paquete pequeno,Liviano,14.68,Jorge Ramos,Ate,  Nuevo ,2025-09-20
471,2026-04-04,2,9.97 aprox,76.22,0,WhatsApp,Tarjeta,5,100.0,OK,Sede 1,,  Este ,Express,,76.22,Miguel Cruz,Callao,Premium,2025-08-03
472,2026-06-23,3,21.62,, 5 ,Telefono,Plin,5,113.34 aprox,,Sede 6,Surco,centro,Courier empresarial,Empresa,57.44,Fiorella Gomez,Chorrillos,Regular,2025-08-09
473,2026-04-13,7,9.27,26.64,5,Web,tarjeta,1,66.92,,Sede 7,Comas,este,Paquete mediano,Regular,26.64,Sofia Reyes,San Juan de Lurigancho,Frecuente,2025-02-13
474,2026/06/22,8,28.38,26.64,20,WEB,Yape,2,125.43,Revisar,Sede 7,Comas,este,Paquete mediano,Regular,26.64,Luis Paredes,ate,Corporativo,2025-01-22
475,2026-04-05,3,25.12,8.28,10,  Web ,Efectivo,2,62.83,OK,Sede 1,,  Este ,Documento,LIVIANO,8.28,Victor Flores,Independencia,Corporativo,2025-05-05
476,2026-05-09,4,,89.36,15,  Telefono ,Yape,4,"100,05",OK,Sede 1,,  Este ,Refrigerado,EsPeCiAl,89.36,Victor Reyes,Callao,,2025-05-11
477,2026-02-12,1,4.67,8.28,15,whatsapp,Transferencia,5,,OK,Sede 6,Surco,centro,Documento,LIVIANO,8.28,DIEGO SALAZAR,LoS OlIvOs,,2025-02-13
478,2026-04-17,6,24.67,S/ 57.44,0,Telefono,Yape,1,144.76,OK,Sede 1,,  Este ,Courier empresarial,Empresa,57.44,Sofia Vargas,San Juan de Lurigancho,Nuevo,2025-02-06
479,2026-01-24,4,31.08,76.22,20,WhatsApp,Tarjeta,1,139.48,OK,Sede 6,Surco,centro,Express,,76.22,Fiorella Mendoza,Los Olivos,Premium,2025-12-22
480,2026-01-21,2,26.61, 89.36 ,5,Web,Plin, 3 ,137.29,Cliente frecuente,Sede 3,Independencia,Sur,Refrigerado,EsPeCiAl,89.36,Miguel Paredes,Miraflores,Premium,2025-06-28
481,2026-02-27,1,34.21,14.68,5,App,Transferencia,5,70.93,Promocion,Sede 4,SaN MiGuEl,  Este ,Paquete pequeno,Liviano,14.68,Diana Castillo,,Regular,12/05/2025
482, 2026-02-18 ,7, 31.61 ,118.81,12,Web,Efectivo,4,200.68,Promocion,Sede 3,Independencia,Sur,Mudanza pequena,Volumen,118.81,Miguel Paredes,Miraflores,Premium,2025-06-28
483,2026-04-12,7, 31.04 ,118.81,0,Presencial,Tarjeta,4,182.9,Revisar,Sede 6,Surco,centro,Mudanza pequena,Volumen,118.81,Ana Campos,Villa El Salvador,Premium,2025-11-12
484,2026-02-21,1,10.29 aprox,51.69,15,Web,  Transferencia ,1,71.3,,Sede 7,Comas,este,Fragil,  Especial ,51.69,Ana Soto,San Miguel,Regular,2025-08-22
485,2026-04-16,3,,51.69,20,PRESENCIAL,TaRjEtA,2,87.52,,Sede 4,SaN MiGuEl,  Este ,Fragil,  Especial ,51.69,,Lima,frecuente,2025-05-06
486,2026-01-05,7,9.61,26.64,12,Telefono,Plin,5,84.11,Promocion,Sede 3,Independencia,Sur,Paquete mediano,Regular,26.64,Raul Reyes,,Corporativo,2025-11-16
487,2026-03-18,7,"17,96",26.64,8,PRESENCIAL,Plin,3,107.25,REVISAR,Sede 3,Independencia,Sur,Paquete mediano,Regular,26.64,Miguel Cruz,Callao,Premium,2025-08-03
488,2026-05-13,8,5.38,76.22,8,Web,Efectivo,1,111.18,OK,Sede 7,Comas,este,Express,,76.22,Carlos Soto,Callao,Nuevo,2025-07-25
489,20/03/2026,1,18.88 aprox,43.99 aprox,12,App,Efectivo,3,79.53,Cliente frecuente,Sede 4,SaN MiGuEl,  Este ,Paquete grande,Regular,43.99,Diego Soto,Miraflores,Corporativo, 2025-08-06 
490,2026-02-23,8,8.4,8.28,0,WhatsApp,,2,63.37,  Cliente frecuente ,Sede 7,Comas,este,Documento,LIVIANO,8.28,Raul Salazar,Lima,Premium,2025-03-04
491,2026-04-09,8,18.56,57.44,,Presencial,Transferencia,1,141.46,OK,Sede 3,Independencia,Sur,Courier empresarial,Empresa,57.44,Jose Huaman,  Ventanilla ,Regular,2025-03-18
492,08/05/2026,7, 6.77 ,76.22,8,App,TARJETA,3,111.45,,Sede 3,Independencia,Sur,Express,,76.22,Jorge Gomez,Villa El Salvador,Frecuente,2025-09-16
493,2026-02-20,8,21.28,57.44,12,Telefono,Yape, 2 ,103.79,Promocion,Sede 4,SaN MiGuEl,  Este ,Courier empresarial,Empresa,57.44,,Ate,Premium,2025-10-09
494, 2026-02-25 ,7,10.16,118.81,10,Telefono,Tarjeta,4,,Promocion,Sede 3,Independencia,Sur,Mudanza pequena,Volumen,118.81,Diana Torres,Callao,Premium,2025-04-06
495,,8,24.73,43.99,,  Presencial ,Yape,2,115.97,cliente frecuente,Sede 3,Independencia,Sur,Paquete grande,Regular,43.99,Ana Campos,Villa El Salvador,Premium,2025-11-12
496,2026-03-19,3,17.4,76.22,12,Web,Yape,3,106.65,Cliente frecuente,Sede 4,SaN MiGuEl,  Este ,Express,,76.22,Miguel Cruz,Callao,Premium,2025-08-03
497,2026-04-10,5, 11.55 ,26.64,10,WhatsApp,Plin,3,69.58,OK,  Sede 2 ,Chorrillos,Sur,Paquete mediano,Regular,26.64,VALERIA QUISPE,Callao,Nuevo,2025-06-04
498,27-06-2026,1,111.08,89.36,0,Web,Efectivo, 4 ,267.19,OK,  Sede 2 ,Chorrillos,Sur,Refrigerado,EsPeCiAl,89.36,Elena Salazar,SURCO,Frecuente,2025-09-18
499,2026-02-24,3,10.32,89.36,0,Telefono,PlIn,3,123.43,   ,Sede 5,lima,Oeste,Refrigerado,EsPeCiAl,89.36,ELENA CRUZ,Ventanilla,Corporativo,2025-10-03
500,2026-01-05,4,27.3,43.99,12,Web,Yape,5,"115,56",PrOmOcIoN,Sede 6,Surco,centro,Paquete grande,Regular,43.99,Miguel Cruz,Callao,Premium,2025-08-03
