id_reserva,fecha_operacion,cantidad_habitaciones,noches_estadia,tarifa_noche,descuento_pct,canal,metodo_pago,calificacion,monto_reserva,observacion,hoteles_nombre,hoteles_distrito,hoteles_zona,habitaciones_nombre,habitaciones_categoria,habitaciones_tarifa_noche,huespedes_nombre,huespedes_distrito,huespedes_segmento,huespedes_fecha_registro
396,24-02-2026,7,9,262.79,0,App,Transferencia,3,350.49,Promocion,Hotel 1,LOS OLIVOS,Centro,FAMILIAR,  Familiar ,262.79,Valeria Vargas,San  Juan  de  Lurigancho,Premium,2025-02-19
397,2026-02-01,3,4,369.86,0,  Web ,Efectivo,1,459.79,Cliente frecuente,Hotel 5,Lima,Norte,Habitacion vista mar,,369.86,Rocio Paredes,San Juan de Lurigancho,Premium,2025-03-24
398,2026-01-26,3,6,290.5,0,presencial,Yape,2,392.58,OK,Hotel 6,Callao,Este,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Diego Salazar,San  Juan  de  Lurigancho,Frecuente,2025-09-20
399,2026-06-26,3,2,324.45,10,,Efectivo,4,409.0,Promocion,Hotel 4,Independencia,Norte,Suite junior,Suite,324.45,Ana Castillo,Villa El Salvador,Regular,2025-02-14
400,2026-01-23,2,2,425.95,0,,Efectivo,4,449.18,,Hotel 7,  Miraflores ,  Oeste ,Suite  ejecutiva,suite,425.95,Claudia Flores,San Miguel,Premium,2025-11-12
401,17/03/2026,5,9,S/ 262.79,0,Presencial,Tarjeta,1,352.23,,Hotel 7,  Miraflores ,  Oeste ,FAMILIAR,  Familiar ,262.79,Raul Ramos,Los Olivos,Regular,2025-04-23
402,2026-06-03,6 aprox,3,324.45,0,WhatsApp,Yape,3,411.33,Cliente frecuente,Hotel 7,  Miraflores ,  Oeste ,Suite junior,Suite,324.45,Carlos Paredes,Independencia,Regular,2025-12-07
403,2026-02-16,8,6,369.86,8,Presencial,Plin,5, 509.43 ,Promocion,Hotel 7,  Miraflores ,  Oeste ,Habitacion vista mar,,369.86,Claudia Rojas,Callao,Corporativo,2025-12-01
404,2026-05-22,3,5,159.18,0,ApP,Yape,2,208.05,OK,Hotel 6,Callao,Este,Doble,estandar,159.18,ElEnA ReYeS,Ate,Regular,2025-11-26
405, 2026-05-07 ,7,5, 351.23 ,0,Web,Transferencia,2,472.53,,Hotel 1,LOS OLIVOS,Centro,Bungalow,Especial,351.23,Elena Reyes,Ate,Regular,2025-07-10
406,2026-01-14,5,8,88.18,0,Web,Transferencia,1,187.85,Promocion,Hotel 5,Lima,Norte,Simple,Estandar,88.18,Miguel Campos,Villa  El  Salvador,Nuevo,2025-08-26
407,2026-02-20,3,1,158.16,12,WhatsApp,Tarjeta,2,211.26,Cliente frecuente,Hotel 1,LOS OLIVOS,Centro,Matrimonial,estandar,158.16,Jorge Salazar,Los Olivos,Nuevo,2025-06-21
408,2026-02-03,4,1,158.16,0,Telefono,tarjeta,1,266.35,,Hotel 7,  Miraflores ,  Oeste ,Matrimonial,estandar,158.16,Rocio Paredes,San Juan de Lurigancho,Premium,2025-03-24
409,2026-05-10,3,9,S/ 290.5, 12 ,Web,Tarjeta,4,370.39,,Hotel 4,Independencia,Norte,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Fiorella Reyes,independencia,Premium,2025-01-25
410,2026-06-20,6,6,425.95 aprox,0,WhatsApp,YAPE,1,522.93,Promocion,Hotel 2,SAN MIGUEL,  Oeste ,Suite  ejecutiva,suite,425.95,Fiorella Gomez,Chorrillos,Premium, 2025-07-22 
411,2026-04-11,3,5,324.45,20,Telefono,Plin,2,362.8,OK,Hotel 4,Independencia,Norte,Suite junior,Suite,324.45,Victor Quispe,Ate,Regular,2025-11-07
412,2026-04-20,3,7,158.16,10,Telefono,Efectivo,3,235.38,Revisar,Hotel 5,Lima,Norte,Matrimonial,estandar,158.16,Marco Soto,Callao,Corporativo,2025-04-02
413,2026-05-27,5, 9 ,351.23,,Web,Tarjeta,3,479.64,OK,Hotel 6,Callao,Este,Bungalow,Especial,351.23,Raul Ramos,Los Olivos,Regular,2025-04-23
414,2026-05-24,5,6,158.16,8,WhatsApp,Plin,5,309.24,PrOmOcIoN,Hotel 4,Independencia,Norte,Matrimonial,estandar,158.16,Camila Salazar,San Juan de Lurigancho,corporativo,2025-02-05
415,2026-01-26,7,1,158.16,,,Tarjeta,1,251.01,OK,Hotel 2,SAN MIGUEL,  Oeste ,Matrimonial,estandar,158.16,Andre Soto,CALLAO,  Nuevo ,2025-02-16
416,2026-05-11,5,1,88.18 aprox,20,App,Yape,4,159.0,Revisar,Hotel 7,  Miraflores ,  Oeste ,Simple,Estandar,88.18,Raul Quispe,Surco,Nuevo,2025-03-11
417,2026-01-05,1,8,"159,18",8 aprox,APP,Tarjeta,4,231.53,ReViSaR,Hotel 3,Comas,Este,Doble,estandar,159.18,Elena Reyes,Independencia,Frecuente,2025-09-21
418,04-05-2026,6,3,158.16,15,Web,Tarjeta,1,325.01,Cliente frecuente,Hotel 7,  Miraflores ,  Oeste ,Matrimonial,estandar,158.16,Raul Quispe,Surco,Nuevo,2025-03-11
419,2026-01-16,5,8,159.18,12,Web,Yape,1,225.07,Revisar,Hotel 3,Comas,Este,Doble,estandar,159.18,Victor Reyes,Miraflores,NUEVO,2025-10-20
420,2026-04-11,5,8 aprox,324.45,15,Presencial,Transferencia,4,402.73,  Cliente frecuente ,Hotel 7,  Miraflores ,  Oeste ,Suite junior,Suite,324.45,Rocio Campos,  Ventanilla ,Frecuente,2025-09-28
421,2026-02-05,6,5,369.86,15,app,Transferencia,1,457.21,Promocion,Hotel 2,SAN MIGUEL,  Oeste ,Habitacion vista mar,,369.86,Elena Campos,Ventanilla,Premium,2025-12-21
422,2026-01-24,7,2,369.86,0,App,Efectivo,2,473.07,,Hotel 2,SAN MIGUEL,  Oeste ,Habitacion vista mar,,369.86,Raul Quispe,Surco,Nuevo,2025-03-11
423,2026-05-01,3,6,88.18,0,Telefono,Plin,1,202.43,,Hotel 2,SAN MIGUEL,  Oeste ,Simple,Estandar,88.18,Elena Campos,Ventanilla,Premium,2025-12-21
424, 2026-06-23 ,2,6,369.86 aprox,0,  Web ,Efectivo,2,413.89,,Hotel 2,SAN MIGUEL,  Oeste ,Habitacion vista mar,,369.86,Andre Mendoza,La Molina,Frecuente,2025-09-13
425,2026-01-02,6,7,369.86,0,,Transferencia,1,500.24,,Hotel 7,  Miraflores ,  Oeste ,Habitacion vista mar,,369.86,Diego Cruz,Miraflores,CORPORATIVO,2025-04-14
426,2026/02/20,4,7,159.18,0,Telefono,Yape,4,291.91,Cliente frecuente,Hotel 5,Lima,Norte,Doble,estandar,159.18,Claudia Sayan,  Villa El Salvador ,Corporativo,2025-06-07
427,2026/04/24,6,8,262.79,,Web,Yape,1,339.88,,Hotel 1,LOS OLIVOS,Centro,FAMILIAR,  Familiar ,262.79,Claudia Sayan,  Villa El Salvador ,Corporativo,2025-06-07
428,2026-05-01,4,1,324.45,0,Telefono,Efectivo,1 aprox, 414.84 ,Revisar,Hotel 1,LOS OLIVOS,Centro,Suite junior,Suite,324.45,Valeria Vargas,San  Juan  de  Lurigancho,Premium,2025-02-19
429,2026-02-15,7,8,425.95,15,Web,Yape,1,S/ 528.12,,Hotel 6,Callao,Este,Suite  ejecutiva,suite,425.95,Jorge Navarro,Comas,Nuevo,2025-09-23
430,2026-05-19,5,5,290.5,8,app,Transferencia,3,363.51,Promocion,Hotel 1,LOS OLIVOS,Centro,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Victor Castillo,  Ventanilla ,Nuevo,2025-08-24
431,2026-01-03,2,2 aprox,369.86,5,,Transferencia,3,371.06,OK,Hotel 5,Lima,Norte,Habitacion vista mar,,369.86,Jorge Navarro,Comas,Nuevo,2025-09-23
432,2026-04-03,3,6,351.23,0,App,Plin,1,,OK,Hotel 3,Comas,Este,Bungalow,Especial,351.23,Pedro Navarro,Lima,Nuevo,2025-11-14
433,2026-03-21, 6 ,1,159.18,0,App,,4,,Cliente frecuente,Hotel 5,Lima,Norte,Doble,estandar,159.18,Ana Paredes,Miraflores,Regular,2025-04-09
434,2026-04-11,4,3.05,88.18, 0 ,Web,Efectivo,5,194.38,Cliente frecuente,Hotel 5,Lima,Norte,Simple,Estandar,88.18,,Surco,Premium,2025-12-25
435,2026-03-18,6,9,262.79,0,WhatsApp,Transferencia,2,393.7,Promocion,Hotel 7,  Miraflores ,  Oeste ,FAMILIAR,  Familiar ,262.79,Raul Ramos,Los Olivos,Regular,2025-04-23
436,2026-02-04,5,1,"324,45",0,Presencial,,3,408.48,OK,Hotel 7,  Miraflores ,  Oeste ,Suite junior,Suite,324.45,Fiorella Ramos,Independencia,Premium,2025-05-21
437,2026-06-23,7,5,159.18,12,Presencial,TARJETA,2,272.24 aprox,Revisar,Hotel 4,Independencia,Norte,Doble,estandar,159.18,Andre Cruz,SURCO,Nuevo,2025-04-02
438,2026-06-15,2,5,158.16,15,WHATSAPP,  Yape ,3,250.45,,Hotel 3,Comas,Este,Matrimonial,estandar,158.16,Diego Cruz,Miraflores,CORPORATIVO,2025-04-14
439,2026-06-21,6,8,88.18,20,Telefono,Efectivo,3,169.99,Promocion,Hotel 3,Comas,Este,Simple,Estandar,88.18,Fiorella Flores,San Juan de Lurigancho,Premium,2025-01-21
440,2026-01-05,4,3,,0,ApP,Transferencia,5,366.86,Cliente frecuente,Hotel 2,SAN MIGUEL,  Oeste ,FAMILIAR,  Familiar ,262.79,Diana Ramos,Villa El Salvador,Corporativo,2025-09-15
441,2026/05/20,7,3 aprox,369.86,15,Presencial,EfEcTiVo,1,414.67,promocion,Hotel 3,Comas,Este,Habitacion vista mar,,369.86,Rocio Rojas,Independencia,Premium,2025-07-23
442,2026-01-17,3,7,262.79,0,Presencial,Yape,5,998.04,,Hotel 1,LOS OLIVOS,Centro,FAMILIAR,  Familiar ,262.79,Raul Quispe,Surco,Nuevo,2025-03-11
443,2026-04-04,3,6,324.45,0,WhatsApp,Tarjeta,4,387.74,OK,Hotel 3,Comas,Este,Suite junior,Suite,324.45,Miguel Huaman,Villa El Salvador,premium,2025-05-16
444,2026-05-28,4,10,158.16,0,Presencial,Efectivo,5,279.58,ok,Hotel 4,Independencia,Norte,Matrimonial,estandar,158.16,Jorge Reyes,Callao,Corporativo,2025-11-26
445,2026-04-19,1,9,159.18,8,Telefono,Yape,1,253.08,,Hotel 6,Callao,Este,Doble,estandar,159.18,Pedro  Flores,san juan de lurigancho,Frecuente,2025-12-08
446,2026-04-09,1,2,290.5,5 aprox,Telefono,Transferencia,4,276.44,Promocion,Hotel 3,Comas,Este,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Diana Cruz,La Molina,Corporativo,2025-06-02
447,2026-03-08,3,9, 425.95 ,12,Web,Efectivo,4,537.36,,Hotel 1,LOS OLIVOS,Centro,Suite  ejecutiva,suite,425.95,Ana Castillo,Villa El Salvador,Regular,2025-02-14
448,2026-02-24,6,6,159.18,0,Web,Efectivo,2,304.4,,Hotel 2,SAN MIGUEL,  Oeste ,Doble,estandar,159.18,Diego Salazar,San  Juan  de  Lurigancho,Frecuente,2025-09-20
449,2026-04-04,3,5,351.23,0,WHATSAPP,Yape,2,435.25,Cliente frecuente,Hotel 2,SAN MIGUEL,  Oeste ,Bungalow,Especial,351.23,Maria Gomez,SaN JuAn dE LuRiGaNcHo,Frecuente,2025-06-20
450,2026-02-24,2,2,88.18,20,Telefono,Tarjeta,2,131.24,,Hotel 7,  Miraflores ,  Oeste ,Simple,Estandar,88.18,Jose Flores,La Molina,Regular, 2025-08-15 
451,2026-05-02,1,10,159.18 aprox,12,  Web ,Yape,5,232.36,Revisar,Hotel 3,Comas,Este,Doble,estandar,159.18,Miguel Huaman,Villa El Salvador,premium,2025-05-16
452,2026-05-27,4, 2 ,262.79,8,App,Yape,5,341.76,OK,Hotel 2,SAN MIGUEL,  Oeste ,FAMILIAR,  Familiar ,262.79,Fiorella Gomez,Chorrillos,Premium, 2025-07-22 
453,2026-01-27,7,1,,0,WhatsApp,Plin,4,244.37,OK,Hotel 3,Comas,Este,Doble,estandar,159.18,Elena Reyes,Ate,Regular,2025-07-10
454,2026-06-24,8,2,88.18,12,Telefono,Tarjeta,3,249.9,Promocion,Hotel 7,  Miraflores ,  Oeste ,Simple,Estandar,88.18,Diego Flores,La mOlInA,  Frecuente ,2025-07-06
455,2026-05-26,1, 7 ,88.18,15 aprox,Web,Yape,1,145.39 aprox,  Revisar ,Hotel 4,Independencia,Norte,Simple,Estandar,88.18,Elena Reyes,Independencia,Frecuente,2025-09-21
456,2026-06-08,3,10,262.79,12,Web,Transferencia,5, 350.38 ,OK,Hotel 4,Independencia,Norte,FAMILIAR,  Familiar ,262.79,Victor Quispe,Ate,Regular,2025-11-07
457,2026-02-08,3,6,425.95,15,WEB,TaRjEtA, 2 ,,Promocion,Hotel 3,Comas,Este,Suite  ejecutiva,suite,425.95,Rocio Salazar,San Miguel,Corporativo,2025-05-21
458,2026-06-05,1,2,324.45,15,Telefono,Plin,5,389.13,,Hotel 6,Callao,Este,Suite junior,Suite,324.45,Jorge Navarro,Independencia,Corporativo,2025-07-06
459,2026-04-01,1,5,425.95,20,Telefono,Plin,3,467.29,Cliente frecuente,Hotel 6,Callao,Este,Suite  ejecutiva,suite,425.95,Camila Navarro,CoMaS,Regular,2025/08/25
460,2026-02-02,6,4,88.18,12,Presencial,Yape,3,189.6,Promocion,Hotel 2,SAN MIGUEL,  Oeste ,Simple,Estandar,88.18,Camila Sayan,Independencia,Nuevo,10-05-2025
461,2026-06-10,2,4,159.18,12,,Efectivo,3,194.69,Promocion,Hotel 4,Independencia,Norte,Doble,estandar,159.18,Lucia Mendoza,Ate,Corporativo,2025-05-28
462,2026-03-05,7,8,351.23,5,Web,Yape,2,509.58,Revisar,Hotel 6,Callao,Este,Bungalow,Especial,351.23,Andre Soto,CALLAO,  Nuevo ,2025-02-16
463,2026-02-11,5,8,262.79,20,WhatsApp,Tarjeta,2,381.44,Revisar,Hotel 5,Lima,Norte,FAMILIAR,  Familiar ,262.79,Valeria Huaman,miraflores,NuEvO,2025-01-22
464,,3,1,369.86,5,Telefono,Yape,4,419.58,,Hotel 6,Callao,Este,Habitacion vista mar,,369.86,Victor Reyes,Miraflores,NUEVO,2025-10-20
465,2026-06-20,1,8,324.45,0,WhatsApp,Tarjeta,4, 396.29 ,Promocion,Hotel 4,Independencia,Norte,Suite junior,Suite,324.45,Camila Salazar,San Juan de Lurigancho,corporativo,2025-02-05
466,2026-03-26,4,2,369.86,0,App,Yape,4,452.89,Promocion,Hotel 6,Callao,Este,Habitacion vista mar,,369.86,Victor Campos,Lima,frecuente,2025-03-03
467,2026-02-21,3,8 aprox, 425.95 ,20,Web,Plin,1,466.85,,Hotel 7,  Miraflores ,  Oeste ,Suite  ejecutiva,suite,425.95,Diana Castillo,lima,Corporativo,2025-08-12
468,2026-03-14,1,10,351.23,12,Telefono,Tarjeta,3,1393.55,OK,Hotel 5,Lima,Norte,Bungalow,Especial,351.23,Fiorella Castillo,La Molina,  Corporativo ,2025-08-26
469,2026-04-20,3,5,"425,95",5,PrEsEnCiAl,Tarjeta,5,465.42,,Hotel 3,Comas,Este,Suite  ejecutiva,suite,425.95,Sofia Huaman,Chorrillos,Corporativo,2025-03-04
470,2026-03-10,5,7,158.16,12,Web,Tarjeta,,256.71,,Hotel 2,SAN MIGUEL,  Oeste ,Matrimonial,estandar,158.16,Fiorella Campos,Los Olivos,,2025-02-01
471,2026-03-25,1,8,88.18,5,  Telefono ,Efectivo,1,185.55,,Hotel 1,LOS OLIVOS,Centro,Simple,Estandar,88.18,Claudia Rojas,Callao,Corporativo,2025-12-01
472,2026-05-02,3,3,324.45,12,Telefono,Plin,3,489.06,OK,Hotel 3,Comas,Este,Suite junior,Suite,324.45,Diego Cruz,Miraflores,CORPORATIVO,2025-04-14
473,2026-04-17,7,9,88.18,5,whatsapp,YAPE,4,314.01,,Hotel 3,Comas,Este,Simple,Estandar,88.18,Fiorella Campos,Los Olivos,,2025-02-01
474,2026-02-21,7,9,S/ 88.18,12,App,,2,217.66,,Hotel 5,Lima,Norte,Simple,Estandar,88.18,Diana Campos,Ventanilla,Regular,2025-11-08
475,2026-02-27,1,2 aprox,324.45,20,Presencial,Yape,,373.36,Cliente frecuente,Hotel 4,Independencia,Norte,Suite junior,Suite,324.45,Andre Quispe,  Miraflores ,corporativo,2025-01-27
476,2026-02-07,7,8,"159,18",12,web,Plin,2,280.44,,Hotel 3,Comas,Este,Doble,estandar,159.18,Diana Quispe,San Miguel,Corporativo,2025/11/25
477,2026-03-28,8,6,158.16,0,  Web ,Transferencia,1,291.13,Cliente frecuente,Hotel 2,SAN MIGUEL,  Oeste ,Matrimonial,estandar,158.16,Raul Quispe,Surco,Nuevo,2025-03-11
478,2026-04-19,5,10,262.79,12,Presencial,Yape,5,371.01,,Hotel 7,  Miraflores ,  Oeste ,FAMILIAR,  Familiar ,262.79,Fiorella Ramos,Independencia,Premium,2025-05-21
479,2026/02/02,5,9,S/ 425.95,0,WhatsApp,Tarjeta,2,459.69,Revisar,Hotel 3,Comas,Este,Suite  ejecutiva,suite,425.95,Diego Flores,La mOlInA,  Frecuente ,2025-07-06
480,2026-04-03,1,7,158.16,10,Web,Transferencia,1,228.57,,Hotel 2,SAN MIGUEL,  Oeste ,Matrimonial,estandar,158.16,Miguel Gomez,  Los Olivos ,Nuevo,2025-12-28
481,2026/02/19,5,4,88.18,0,Telefono,Transferencia,2,191.94,,Hotel 2,SAN MIGUEL,  Oeste ,Simple,Estandar,88.18,Pedro Quispe,Ate,Regular,2025-06-04
482,2026-06-25,4,9,369.86,12,PrEsEnCiAl,Yape,1,391.17,Revisar,Hotel 7,  Miraflores ,  Oeste ,Habitacion vista mar,,369.86,Ana Castillo,Villa El Salvador,Regular,2025-02-14
483,2026-01-19,4,5,88.18,10,,Transferencia,3,201.03,Cliente frecuente,Hotel 4,Independencia,Norte,Simple,Estandar,88.18,Andre Quispe,  Miraflores ,corporativo,2025-01-27
484,2026-04-19,1,10,324.45,10,App,Plin,2,470.48,Promocion,Hotel 2,SAN MIGUEL,  Oeste ,Suite junior,Suite,324.45,Jorge Navarro,Comas,Nuevo,2025-09-23
485,02/02/2026,8,10,351.23,0,App,Efectivo,2,458.16,Revisar,Hotel 4,Independencia,Norte,Bungalow,Especial,351.23,Carlos Paredes,Independencia,Regular,2025-12-07
486,2026-04-23,1,10 aprox,351.23, 20 ,Presencial,Plin,5,414.93,Cliente frecuente,Hotel 1,LOS OLIVOS,Centro,Bungalow,Especial,351.23,Diego Salazar,San  Juan  de  Lurigancho,Frecuente,2025-09-20
487,2026-06-28,5,5,,0,App,Yape,2,257.88,  Cliente frecuente ,Hotel 5,Lima,Norte,Matrimonial,estandar,158.16,Ana Ramos,SaN MiGuEl,Premium,2025-03-02
488,2026-06-12,6,7 aprox,324.45, 5 ,App,Transferencia,3,329.99,,Hotel 5,Lima,Norte,Suite junior,Suite,324.45,Victor Castillo,  Ventanilla ,Nuevo,2025-08-24
489,2026-05-23,6,10,158.16,0,Presencial,Tarjeta,5,265.44,OK,Hotel 4,Independencia,Norte,Matrimonial,estandar,158.16,Sofia Huaman,Chorrillos,Corporativo,2025-03-04
490,2026-01-12,1,3,158.16,12,WhatsApp,Transferencia,,169.75,Promocion,Hotel 2,SAN MIGUEL,  Oeste ,Matrimonial,estandar,158.16,Diana Quispe,San Miguel,Corporativo,2025/11/25
491,2026-02-01,8,9,324.45,0,WhatsApp,TRANSFERENCIA,5,523.99,Promocion,Hotel 7,  Miraflores ,  Oeste ,Suite junior,Suite,324.45,Camila Soto,San Juan de Lurigancho,Regular,2025-04-07
492,03-03-2026,,7,S/ 88.18,8,WhatsApp,Transferencia,,179.18,,Hotel 3,Comas,Este,Simple,Estandar,88.18,Claudia Quispe,Independencia,Regular,2025-11-16
493,2026-02-20,8,7 aprox,369.86,0,Telefono,Plin,1,475.25,Revisar,Hotel 1,LOS OLIVOS,Centro,Habitacion vista mar,,369.86,Lucia Mendoza,Ate,Corporativo,2025-05-28
494,2026-04-16,7,6,290.5, 15 ,Web,Tarjeta,5,,OK,Hotel 3,Comas,Este,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Fiorella Gomez,Chorrillos,Premium, 2025-07-22 
495,2026-02-09,4,6,158.16, 12 ,Web,Tarjeta,3,262.71,Revisar,Hotel 1,LOS OLIVOS,Centro,Matrimonial,estandar,158.16,CaRlOs fLoReS,San Miguel,CORPORATIVO,2025-01-14
496,2026-04-17,7,7,262.79,15,WHATSAPP,Efectivo,1,383.71,,Hotel 2,SAN MIGUEL,  Oeste ,FAMILIAR,  Familiar ,262.79,Victor Castillo,  Ventanilla ,Nuevo,2025-08-24
497,2026-04-09,2,3,425.95, 20 ,Telefono,Transferencia,5,452.86,Revisar,Hotel 1,LOS OLIVOS,Centro,Suite  ejecutiva,suite,425.95,Andre Soto,Ventanilla,  Frecuente ,2025-02-08
498,2026-06-08,8,9 aprox,159.18,0,App,EFECTIVO,4,337.76,,Hotel 6,Callao,Este,Doble,estandar,159.18,Rocio Rojas,Independencia,Premium,2025-07-23
499,2026-01-26,3,5,262.79,0,Web,Plin,5,374.1,,Hotel 2,SAN MIGUEL,  Oeste ,FAMILIAR,  Familiar ,262.79,Claudia Quispe,Independencia,Regular,2025-11-16
500,2026/02/21,7,2,290.5,12,Web,Yape,1,"414,39",OK,Hotel 4,Independencia,Norte,HaBiTaCiOn bUsInEsS,Ejecutiva,290.5,Miguel Campos,Villa  El  Salvador,Nuevo,2025-08-26
