id_registro,fecha_operacion,clases_tomadas,asistencias_mes,tarifa_plan,descuento_pct,canal,metodo_pago,calificacion,pago_mensual,observacion,sedes_nombre,sedes_distrito,sedes_zona,planes_nombre,planes_categoria,planes_tarifa_plan,socios_nombre,socios_distrito,socios_segmento,socios_fecha_registro
427,2026-05-14,2,14,210.83,20,Telefono,Transferencia,1,227.94,Promocion,Sede 5,Villa El Salvador,Centro,Personalizado,Premium,210.83,Valeria Soto,INDEPENDENCIA,Premium,2025-11-25
428,2026-05-28,1,11,71.82,15,Telefono,Plin,1,110.32,Promocion,Sede 7,Ventanilla,,Plan basico,Mensual,71.82,Camila Vargas,Ate,nuevo,
429,2026-05-22,1,22,S/ 210.83,12,web,Tarjeta,2,258.78,Revisar,Sede 4,Comas,Oeste,Personalizado,Premium,210.83,Lucia Gomez,Callao,Corporativo,2025-04-01
430, 2026-02-24 ,1 aprox,19,137.44,10,Presencial,Plin,3,179.4,Promocion,Sede 3,Miraflores,Centro,Plan premium,Mensual,137.44,Jorge Castillo,Comas,Nuevo,2025-06-17
431,2026-02-08,4,8,137.44,0,App,Plin,4,165.74,OK,Sede 4,Comas,Oeste,Plan premium,Mensual,137.44,Carlos Soto,  Independencia ,Frecuente,2025-12-23
432, 2026-04-16 ,8,8,S/ 88.04,0,  Presencial ,  Tarjeta ,4,,Revisar,Sede 6,Surco,Este,Yoga,Especial,88.04,Luis Torres,Ventanilla,Nuevo, 2025-06-03 
433,2026-04-28,1,23,196.44,0,WhatsApp,,5,236.17,cliente frecuente,Sede 4,Comas,Oeste,Plan familiar,Familiar,196.44,Rocio Salazar,Miraflores,Frecuente,2025-02-25
434,2026-06-26,7,16,127.31,10,WhatsApp,Transferencia,3,198.16,CLIENTE FRECUENTE,Sede 5,Villa El Salvador,Centro,Cross training,Especial,127.31,Lucia Rojas,Surco,Frecuente,2025-09-17
435,2026-06-20,2,27,"210,83",5,Telefono,Plin,4,272.45,Cliente frecuente,Sede 3,Miraflores,Centro,Personalizado,Premium,210.83,Carlos Vargas,Surco,Regular,2025-10-25
436,2026-01-22,3,27,137.44,15,app,Transferencia,3,"199,46",Revisar,Sede 7,Ventanilla,,Plan premium,Mensual,137.44,RaUl cAsTiLlO,Independencia,  Premium ,2025-08-17
437,2026-06-05,7,14,55.86,0,WhatsApp,Efectivo,3,120.21,PrOmOcIoN,Sede 2,Callao,Oeste,Plan estudiante,,55.86,Diego Quispe,Ventanilla,corporativo,2025-01-07
438,2026-01-02,6,19,127.31,15 aprox,Web,,3,184.03,,Sede 1,Ate,Este,Cross training,Especial,127.31,Victor Campos,Ventanilla,Premium,2025-05-02
439,2026-02-06,8,65.02,137.44,0,TELEFONO,TrAnSfErEnCiA,4,318.33,Cliente frecuente,Sede 4,Comas,Oeste,Plan premium,Mensual,137.44,Jose Paredes,La Molina,Frecuente,2025-05-07
440,2026-04-09,6,, 127.31 ,0,App,TARJETA,5,204.6,Promocion,Sede 7,Ventanilla,,Cross training,Especial,127.31,Sofia Salazar,Ate,Nuevo, 2025-04-06 
441,2026-01-01,3,11,,0,,Yape,4,133.32,OK,Sede 1,Ate,Este,FuNcIoNaL,Especial,98.26,Lucia Navarro,Miraflores,Regular,2025-07-10
442,2026/05/08,6,24,"98,26",12 aprox,Web,Transferencia, 1 ,179.13,Cliente frecuente,Sede 2,Callao,Oeste,FuNcIoNaL,Especial,98.26,Raul Flores,  San Juan de Lurigancho ,Corporativo,2025-06-20
443,2026-04-16,5,25,88.04,0,APP,Transferencia,3,185.03,,Sede 7,Ventanilla,,Yoga,Especial,88.04,Lucia Paredes,La Molina,Regular,2025-10-25
444,2026-01-27,2,3,S/ 88.04,5,Web,Tarjeta,5,105.25,,Sede 6,Surco,Este,Yoga,Especial,88.04,Marco Cruz,Lima,Regular,2025-05-24
445,2026-01-23,7,21,210.83,0,Telefono,Tarjeta,5,247.67,Promocion,Sede 6,Surco,Este,Personalizado,Premium,210.83,Fiorella Ramos,Los Olivos,Corporativo,2025-10-02
446,14-06-2026,1,3,127.31,0,Presencial,Transferencia,5,150.22,cliente frecuente,Sede 6,Surco,Este,Cross training,Especial,127.31,FiOrElLa cAmPoS,Lima,Nuevo,2025-08-23
447,2026-03-19,3,13,88.04,12,Telefono,Plin,2,145.92,Promocion,Sede 7,Ventanilla,,Yoga,Especial,88.04,Maria Cruz,Chorrillos,Premium,2025-10-28
448,2026-06-06,6,21,,8,,Tarjeta,1,183.79,OK,Sede 5,Villa El Salvador,Centro,Cross training,Especial,127.31,Andre Torres,villa el salvador,REGULAR,2025-11-16
449,2026-04-17,7,37.9,98.26,10,App,Transferencia,4,760.53,Promocion,Sede 4,Comas,Oeste,FuNcIoNaL,Especial,98.26,Diego Mendoza,San Juan de Lurigancho,Premium,2025-11-03
450,2026-06-28,7,14,55.86,10,WhatsApp,Yape,3,S/ 129.92,Cliente frecuente,Sede 6,Surco,Este,Plan estudiante,,55.86,Carlos Vargas,Surco,Regular,2025-10-25
451,2026-05-03,7,24,210.83,10,Web,Efectivo,3,275.33,Cliente frecuente,Sede 6,Surco,Este,Personalizado,Premium,210.83,Andre Torres,Ventanilla,Corporativo,2025-11-11
452,2026-02-16,2,16,196.44,8,Presencial,Yape,2,254.47,Revisar,Sede 4,Comas,Oeste,Plan familiar,Familiar,196.44,Carlos Rojas,CHORRILLOS,Regular,2025-10-08
453,2026-05-23,2,28,"127,31",0,,PLIN,4,"191,62",Revisar,Sede 3,Miraflores,Centro,Cross training,Especial,127.31,Raul Paredes,San Juan de Lurigancho,Corporativo,2025-10-15
454,,5 aprox,12,117.96, 20 ,Telefono,Plin,1,"170,03",Revisar,Sede 6,Surco,Este,,MeNsUaL,117.96,Valeria Soto,INDEPENDENCIA,Premium,2025-11-25
455,,5,2,98.26,0,WhatsApp,Tarjeta,3,138.24,OK,Sede 7,Ventanilla,,FuNcIoNaL,Especial,98.26,Raul Flores,  San Juan de Lurigancho ,Corporativo,2025-06-20
456,01-04-2026,8, 10 ,,0,WhatsApp,Transferencia,,155.57,Cliente frecuente,Sede 1,Ate,Este,,MeNsUaL,117.96,Lucia Castillo,Ate,Frecuente,2025-08-17
457,2026-01-19,8,9,S/ 98.26,0,Telefono,Transferencia,4,128.75,OK,Sede 7,Ventanilla,,FuNcIoNaL,Especial,98.26,Ana Sayan,Independencia,Frecuente,2025-05-01
458,2026-03-20,7,2,98.26,5,,Efectivo,,154.86,OK,Sede 4,Comas,Oeste,FuNcIoNaL,Especial,98.26,Carlos Soto,Lima,Regular,2025-12-20
459,2026-03-02,1,6,137.44,0,App,Yape,5,153.51,OK,Sede 2,Callao,Oeste,Plan premium,Mensual,137.44,Luis Castillo,Callao,Nuevo,02/05/2025
460,17/04/2026,1,2,137.44,15,WhAtSaPp,plin,5,171.51,OK,Sede 7,Ventanilla,,Plan premium,Mensual,137.44,Marco Cruz,Lima,Regular,2025-05-24
461,2026-01-26, 4 ,11,196.44,20,Web,Plin,1,242.81,Promocion,Sede 3,Miraflores,Centro,Plan familiar,Familiar,196.44,Lucia Paredes,La Molina,Regular,2025-10-25
462,2026-06-06,6,26,S/ 196.44,0,PrEsEnCiAl,Tarjeta,5,283.96,OK,Sede 5,Villa El Salvador,Centro,Plan familiar,Familiar,196.44,Miguel Salazar,AtE,Regular,2025-09-16
463, 2026-06-20 ,5, 1 ,88.04,,Telefono,Tarjeta,4,120.07,Cliente frecuente,Sede 5,Villa El Salvador,Centro,Yoga,Especial,88.04,Jose Reyes,Villa El Salvador,Corporativo,2025-03-15
464,2026-03-02,7 aprox,4 aprox,137.44,5,TELEFONO,tarjeta,4,185.71,Revisar,Sede 6,Surco,Este,Plan premium,Mensual,137.44,Jorge Flores,independencia,Regular,2025-08-12
465,2026-01-01,1,19,55.86,0,Web,Plin,5,"136,85",,Sede 1,Ate,Este,Plan estudiante,,55.86,Andre Torres,villa el salvador,REGULAR,2025-11-16
466,2026-02-09,7,20 aprox,"210,83",,Web,Yape,4,275.15,Promocion,Sede 7,Ventanilla,,Personalizado,Premium,210.83,Maria Cruz,ate,Frecuente,2025-05-12
467,2026-05-14,7,1, 88.04 ,20,Presencial,Plin,5,121.61,Promocion,Sede 5,Villa El Salvador,Centro,Yoga,Especial,88.04,Jorge Flores,independencia,Regular,2025-08-12
468,2026-02-15,2,16,71.82,10 aprox,Web,Efectivo,5,,Revisar,Sede 7,Ventanilla,,Plan basico,Mensual,71.82,Camila Vargas,Ate,nuevo,
469,2026-04-04,6,12,88.04,0,ApP,Transferencia,2,142.12,Cliente frecuente,Sede 4,Comas,Oeste,Yoga,Especial,88.04,fiorella castillo,LA MOLINA,ReGuLaR,26/10/2025
470,2026-05-23,8,2, 127.31 ,0,App,Efectivo,1,173.5,,Sede 7,Ventanilla,,Cross training,Especial,127.31,Camila Salazar,San Miguel,Nuevo,2025-02-16
471,2026-05-24,4,6,196.44, 8 ,Web,Efectivo,1,210.8,Revisar,Sede 1,Ate,Este,Plan familiar,Familiar,196.44,Jorge Castillo,Comas,Nuevo,2025-06-17
472,2026-04-14,1,6,71.82,0,Web,Plin,2,90.43,  OK ,Sede 3,Miraflores,Centro,Plan basico,Mensual,71.82,Luis Torres,Ventanilla,Nuevo, 2025-06-03 
473,2026-04-03,3,23,88.04,0,Web,Yape,4,128.21,,Sede 5,Villa El Salvador,Centro,Yoga,Especial,88.04,JoRgE QuIsPe,LiMa,Frecuente,2025-11-03
474,2026-06-04,,26,137.44,15,  App ,Yape,1,226.17,OK,Sede 1,Ate,Este,Plan premium,Mensual,137.44,Fiorella Vargas,Lima,nuevo,2025-01-14
475,2026-03-05,6,4,117.96,15,Web,Efectivo,2,137.77,Cliente frecuente,Sede 2,Callao,Oeste,,MeNsUaL,117.96,Diego Castillo,Ventanilla,Frecuente,2025-05-09
476,2026-04-12,6,26,117.96,20,Web,  Transferencia ,1,187.42,Promocion,Sede 3,Miraflores,Centro,,MeNsUaL,117.96,Valeria Soto,INDEPENDENCIA,Premium,2025-11-25
477,2026-06-20,2,9,137.44,0,Presencial,Yape,1,179.75,Cliente frecuente,Sede 7,Ventanilla,,Plan premium,Mensual,137.44,Ana Flores,  San Juan de Lurigancho ,Frecuente,2025-09-03
478,2026-02-24,6,15,55.86,10 aprox,App,Yape,1,117.55,OK,Sede 6,Surco,Este,Plan estudiante,,55.86,Valeria Torres,,Nuevo,2025-05-20
479,2026-02-04,2,9,117.96,10,Presencial,PlIn,4,155.46,Promocion,Sede 5,Villa El Salvador,Centro,,MeNsUaL,117.96,Carlos Paredes,Los Olivos,Regular,18-04-2025
480,15-01-2026,7,26,88.04,0,Telefono,Tarjeta,2,158.69,,Sede 4,Comas,Oeste,Yoga,Especial,88.04,Valeria Torres,,Nuevo,2025-05-20
481,2026-03-01,6,12,210.83,5,App,Efectivo,1,253.62,OK,Sede 4,Comas,Oeste,Personalizado,Premium,210.83,Fiorella Campos,Los Olivos,Nuevo,2025-06-13
482,2026-05-09, 7 ,17 aprox,210.83,0,Telefono,Efectivo,1,231.45,OK,Sede 7,Ventanilla,,Personalizado,Premium,210.83,Andre Salazar,San Juan de Lurigancho,Corporativo,2025-01-06
483,2026-06-20,2,15,137.44,12,App,EfEcTiVo,2,"167,64",,Sede 7,Ventanilla,,Plan premium,Mensual,137.44,Marco Flores,Miraflores,Frecuente,05/02/2025
484,2026-02-25,3,7,"196,44",12,App,Efectivo,1,203.45,Revisar,Sede 7,Ventanilla,,Plan familiar,Familiar,196.44,Camila Vargas,Ate,nuevo,
485,2026-04-10,1,24, 55.86 ,0,WhatsApp,Transferencia,4,126.83,,Sede 5,Villa El Salvador,Centro,Plan estudiante,,55.86,Victor Campos,Ventanilla,Premium,2025-05-02
486,07/01/2026, 5 ,12 aprox,"196,44",0,WhatsApp,Efectivo,3,250.25,Promocion,Sede 4,Comas,Oeste,Plan familiar,Familiar,196.44,Andre Salazar,San Juan de Lurigancho,Corporativo,2025-01-06
487,2026-06-23,3,8,137.44,5,App,Transferencia,3,161.56,Cliente frecuente,Sede 4,Comas,Oeste,Plan premium,Mensual,137.44,Ana Quispe,Ate,Regular,2025-06-20
488,2026-03-03,4,3,127.31,12,WhatsApp,, 4 ,132.62,Revisar,Sede 6,Surco,Este,Cross training,Especial,127.31,Raul Paredes,San Juan de Lurigancho,Corporativo,2025-10-15
489,2026-03-18,7,27,88.04,15,  App ,Transferencia,2,185.43,Cliente frecuente,Sede 6,Surco,Este,Yoga,Especial,88.04,Fiorella Vargas,Lima,nuevo,2025-01-14
490,2026-02-10,4,6 aprox,137.44,15,WhatsApp,Tarjeta,2,154.49,Promocion,Sede 3,Miraflores,Centro,Plan premium,Mensual,137.44,Valeria Soto,INDEPENDENCIA,Premium,2025-11-25
491,16/01/2026,8,13,55.86,20,Telefono,Transferencia,1, 115.93 ,   ,Sede 4,Comas,Oeste,Plan estudiante,,55.86,Elena Salazar,Surco,  Nuevo ,2025-08-16
492,2026-04-02,8,,127.31,20,App,,2,144.12,Promocion,Sede 1,Ate,Este,Cross training,Especial,127.31,Diana Cruz,La Molina,Premium,21-07-2025
493,2026-04-01,7,23 aprox,S/ 117.96,0,Telefono,,3,207.23,,Sede 6,Surco,Este,,MeNsUaL,117.96,Valeria Huaman,Villa  El  Salvador,Corporativo,2025-07-06
494,2026-04-03,8,27,71.82,10,Presencial,Efectivo,2,158.29,Promocion,Sede 4,Comas,Oeste,Plan basico,Mensual,71.82,Ana Huaman,Miraflores,Nuevo,2025-12-28
495,2026-05-26,3,19,88.04,0,telefono,Efectivo,2,157.77,Revisar,Sede 3,Miraflores,Centro,Yoga,Especial,88.04,Lucia Paredes,AtE,ReGuLaR, 2025-08-01 
496,2026-01-17,1,6,98.26,0,Web,Plin,5,134.79,Revisar,Sede 1,Ate,Este,FuNcIoNaL,Especial,98.26,Ana Flores,  San Juan de Lurigancho ,Frecuente,2025-09-03
497,2026-03-02,1,27,88.04,15,Presencial,Plin,1,158.73,Promocion,Sede 1,Ate,Este,Yoga,Especial,88.04,Jorge Cruz,Independencia,Frecuente,2025-06-06
498,2026-03-27,4,17,210.83,5,WhatsApp,Plin,2,258.81,,Sede 5,Villa El Salvador,Centro,Personalizado,Premium,210.83,Valeria Sayan,Ate,Regular,2025-05-01
499,2026-04-04,2,26,"55,86",15,WhatsApp,Tarjeta,3,153.43,Revisar,Sede 5,Villa El Salvador,Centro,Plan estudiante,,55.86,Valeria Flores,LOS OLIVOS,Frecuente,2025-03-28
500,2026-06-06,,4,,20,WhatsApp,Yape,4,532.43,,Sede 3,Miraflores,Centro,Plan premium,Mensual,137.44,Raul Flores,  San Juan de Lurigancho ,Corporativo,2025-06-20
