id_orden,fecha_operacion,cantidad_repuestos,horas_trabajo,tarifa_base,descuento_pct,canal,metodo_pago,calificacion,costo_reparacion,observacion,sedes_nombre,sedes_distrito,sedes_zona,servicios_nombre,servicios_categoria,servicios_tarifa_base,clientes_nombre,clientes_distrito,clientes_segmento,clientes_fecha_registro
408,2026-03-19,5,3.89,,20,Presencial,Transferencia,5,320.75,Cliente frecuente,Sede 1,Ate,Sur,Cambio de aceite,Mantenimiento,90.23,Fiorella Salazar,San Miguel,Premium,2025-09-13
409,2026-01-04,5,4.71,306.55,10,Telefono,Yape,2, 468.37 ,,Sede 1,Ate,Sur,,Electricidad,306.55,Raul Navarro,Ventanilla,Corporativo,2025-10-19
410,2026-04-02,2,,306.55,15,Presencial,Transferencia,4,402.3,,Sede 4,Ate,  Este ,,Electricidad,306.55,Rocio Reyes,Villa El Salvador,nuevo,2025-10-23
411,2026-05-10,3,9.01,215.96,20,App,TRANSFERENCIA,2,556.39,Revisar,Sede 2,AtE,Sur,Afinamiento,Motor,215.96,Diana  Quispe,Surco,Regular,2025-01-05
412,2026-01-23,8,7.59,90.23,12,Telefono,Plin,5,471.66 aprox,Cliente frecuente,SEDE 7,Chorrillos,Este,Cambio de aceite,Mantenimiento,90.23,Marco Navarro,Chorrillos,Corporativo,2025-11-19
413,2026-05-05,7,9.56,482.37,10,WhatsApp,yape,5,884.01,Cliente frecuente,SEDE 7,Chorrillos,Este,Embrague,Mecanica,482.37,Pedro Torres,Villa El Salvador,Regular, 2025-05-11 
414,2026-05-08,3,2.56,275.62,12,APP,Efectivo,4,418.01,PrOmOcIoN,Sede 3,,Oeste,SuSpEnSiOn,MECANICA,275.62,Rocio Soto,San Juan de Lurigancho,Regular,2025-07-12
415,2026/05/20,5,8.32,215.96,0,Web,Tarjeta,1,552.73,OK,SEDE 7,Chorrillos,Este,Afinamiento,Motor,215.96,Claudia Salazar,San Miguel,  Nuevo ,2025-03-05
416,2026-04-01,7,6.54 aprox,143.51,10,  Presencial ,,,517.03,OK,Sede 3,,Oeste,Revision electrica,,143.51,Diego Sayan,  Independencia ,Corporativo,2025-07-10
417,2026-04-22,5,2.27,143.51,8,App,TRANSFERENCIA,2,340.04,,Sede 2,AtE,Sur,Revision electrica,,143.51,camila torres,Ventanilla,Regular,2025-01-26
418,2026-04-05,1,1.88,77.01,8,App,Tarjeta,3,224.36,OK,Sede 5,Independencia,Este,Alineamiento,Mantenimiento,77.01,Fiorella Salazar,San Miguel,Premium,2025-09-13
419,2026-02-22,6,7.42,90.23,20,  Presencial ,Tarjeta,3,S/ 433.31,Revisar,Sede 1,Ate,Sur,Cambio de aceite,Mantenimiento,90.23,camila torres,Ventanilla,Regular,2025-01-26
420,2026-02-19,5,7.8,306.55,0,Telefono,Transferencia,5, 621.83 ,Cliente frecuente,Sede 3,,Oeste,,Electricidad,306.55,  Carlos Paredes ,VeNtAnIlLa,Corporativo,2025-01-15
421,2026-02-21,5,5.56,111.57,0,WhatsApp,Transferencia,4,457.92,  Cliente frecuente ,Sede 6,Independencia,Oeste,Diagnostico scanner,Diagnostico,111.57,Diego Sayan,  Independencia ,Corporativo,2025-07-10
422,2026-01-16,6,3.61,482.37,0,WhatsApp,Yape,3,621.99,Promocion,Sede 3,,Oeste,Embrague,Mecanica,482.37,Rocio Mendoza,San Juan de Lurigancho,Nuevo,2025-04-10
423,2026-06-27,1,4.57,,5,APP,Efectivo,3,445.71,OK,SEDE 7,Chorrillos,Este,,Electricidad,306.55,Maria Sayan,Villa El Salvador,,2025-12-04
424, 2026-06-03 ,5,3.85,111.57,0,,Transferencia,2,361.87,OK,Sede 3,,Oeste,Diagnostico scanner,Diagnostico,111.57,Raul Reyes,Ventanilla,PREMIUM,2025-11-24
425,2026-03-23,4,10.51,111.57,,Web,Transferencia,2,584.22,,Sede 4,Ate,  Este ,Diagnostico scanner,Diagnostico,111.57,Diana Rojas,Callao,Regular,2025-02-05
426,2026-03-13,8,11.67,306.55,0,App,YaPe,2,770.32,,Sede 1,Ate,Sur,,Electricidad,306.55,Pedro Torres,Villa El Salvador,Regular, 2025-05-11 
427,2026-03-20, 7 ,4.0,275.62,0,Presencial,Tarjeta,2,499.99,OK,SEDE 7,Chorrillos,Este,SuSpEnSiOn,MECANICA,275.62,Miguel Ramos,Ventanilla,Premium,2025-04-21
428,2026-03-08,6,6.37,"111,57",10,WhatsApp,Transferencia,2,S/ 470.73,,Sede 4,Ate,  Este ,Diagnostico scanner,Diagnostico,111.57,Carlos Ramos,Ventanilla,Corporativo,2025-08-24
429,2026-05-04,6,10.51,482.37,20,,,,891.56,Revisar,Sede 4,Ate,  Este ,Embrague,Mecanica,482.37,Claudia Gomez,Callao,  Frecuente ,2025-03-25
430,2026/04/11,5,7.53,275.62,20 aprox,WhatsApp,Efectivo,2,579.31,Revisar,Sede 5,Independencia,Este,SuSpEnSiOn,MECANICA,275.62,Victor Gomez,Lima,Regular,2025/05/07
431, 2026-01-15 ,5,8.29,182.15,15,Presencial,  Transferencia ,2,541.08,,Sede 4,Ate,  Este ,Frenos,Seguridad,182.15,Jorge Reyes,Independencia,Frecuente,2025-04-10
432,2026-01-16,7,6.89,215.96,20,Presencial,TRANSFERENCIA,2,560.93,Cliente frecuente,Sede 5,Independencia,Este,Afinamiento,Motor,215.96,Camila Rojas,La Molina,Frecuente,2025-12-26
433,2026-06-16,1,0.99,111.57,5,WhatsApp,TRANSFERENCIA,5,,Promocion,Sede 6,Independencia,Oeste,Diagnostico scanner,Diagnostico,111.57,Rocio Mendoza,San Juan de Lurigancho,Nuevo,2025-04-10
434,08/02/2026,8,5.5,"77,01",0,WhatsApp,Tarjeta,5,404.99,,SEDE 7,Chorrillos,Este,Alineamiento,Mantenimiento,77.01,Fiorella Cruz,chorrillos,Frecuente,2025-04-07
435,2026-06-19,4,9.49 aprox,215.96,0,Telefono,YaPe,3,603.26,Promocion,SEDE 7,Chorrillos,Este,Afinamiento,Motor,215.96,,INDEPENDENCIA,Frecuente,2025-09-25
436,2026-06-07,8,5.94,90.23 aprox,0,WhatsApp,Transferencia,5,471.93,Cliente frecuente,Sede 1,Ate,Sur,Cambio de aceite,Mantenimiento,90.23,Andre Mendoza,Los Olivos,Nuevo,2025-09-01
437,2026-06-04,4, 5.16 ,77.01,15,Presencial,  Efectivo ,5,1136.61,  Promocion ,SEDE 7,Chorrillos,Este,Alineamiento,Mantenimiento,77.01,Rocio Mendoza,San Juan de Lurigancho,Nuevo,2025-04-10
438,2026-01-28,8,10.21,182.15,12,WhatsApp,Transferencia,,675.47,,Sede 2,AtE,Sur,Frenos,Seguridad,182.15,Victor Castillo,Villa El Salvador,Premium,2025-01-13
439,2026-03-04,,10.46,215.96,0,App,EFECTIVO,3,640.22,OK,Sede 1,Ate,Sur,Afinamiento,Motor,215.96,Carlos Torres,Chorrillos,Premium,2025-04-01
440,2026-01-18,3,5.74,306.55,12,Presencial,Plin,2,532.63,Cliente  frecuente,Sede 5,Independencia,Este,,Electricidad,306.55,,INDEPENDENCIA,Frecuente,2025-09-25
441,2026-05-04, 7 ,3.07,215.96,15,Telefono,Transferencia,1,422.45,Revisar,Sede 3,,Oeste,Afinamiento,Motor,215.96,Claudia Reyes,San Miguel,Premium,2025-01-17
442,2026-01-16,6,3.61,482.37,0,WhatsApp,Yape,3,621.99,Promocion,Sede 3,,Oeste,Embrague,Mecanica,482.37,Rocio Mendoza,San Juan de Lurigancho,Nuevo,2025-04-10
443,2026-05-19,1,11.54,215.96,12,Telefono,Efectivo,1,S/ 651.06,Revisar,Sede 1,Ate,Sur,Afinamiento,Motor,215.96,Andre Castillo,Ate,Nuevo,2025-11-03
444,2026-04-05,6,6.66,77.01,8,Telefono,YaPe,3,412.57,Revisar,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,Fiorella Torres,LOS OLIVOS,Nuevo,2025-03-27
445, 2026-06-07 ,5,10.88,215.96,5,App,  Transferencia ,3,717.75,OK,SEDE 7,Chorrillos,Este,Afinamiento,Motor,215.96,Maria Sayan,Villa El Salvador,,2025-12-04
446,2026-01-25,7,44.53,90.23,0,WeB,Tarjeta,1,1919.05,Promocion,Sede 6,Independencia,Oeste,Cambio de aceite,Mantenimiento,90.23,Diana Sayan,LA MOLINA,Corporativo,2025-05-16
447,2026-04-20,6,8.23,90.23,0,WhatsApp,Tarjeta,5,500.76,OK,Sede 2,AtE,Sur,Cambio de aceite,Mantenimiento,90.23,Pedro Flores,Comas,Premium,2025-04-07
448,2026-05-17,8,1.19,90.23,0,Telefono,Yape,1,342.3,Cliente frecuente,Sede 1,Ate,Sur,Cambio de aceite,Mantenimiento,90.23,Marco Navarro,Chorrillos,Corporativo,2025-11-19
449,2026-05-23,1,0.8,182.15,12,Web,Yape,4,221.79,OK,Sede 4,Ate,  Este ,Frenos,Seguridad,182.15,Claudia Reyes,San Miguel,Premium,2025-01-17
450,2026-02-11,3,4.29,182.15,5,WhatsApp,Transferencia,2,348.78,Promocion,Sede 3,,Oeste,Frenos,Seguridad,182.15,Andre Castillo,Ate,Nuevo,2025-11-03
451,2026-02-06,3 aprox,10.94,275.62,15,WhatsApp,Plin, 4 ,675.01,,Sede 3,,Oeste,SuSpEnSiOn,MECANICA,275.62,Miguel Campos,Comas,Frecuente,2025-08-27
452,2026-03-19,1,3.26,306.55,15,Web,Tarjeta,,399.39,OK,Sede 6,Independencia,Oeste,,Electricidad,306.55,Victor Reyes,LOS OLIVOS,Frecuente,2025-02-08
453,2026-04-25,8,10.63,306.55,0,WhatsApp,Transferencia,5,787.72,,Sede 4,Ate,  Este ,,Electricidad,306.55,Miguel Campos,Comas,Frecuente,2025-08-27
454,2026-03-15,2,1.56,482.37,8,Telefono,Tarjeta,4,437.45,Promocion,Sede 1,Ate,Sur,Embrague,Mecanica,482.37,Sofia Cruz,Miraflores,Regular,2025-02-18
455,2026-05-12,7,,90.23,8,Presencial,Efectivo,1,"294,16",Cliente frecuente,Sede 2,AtE,Sur,Cambio de aceite,Mantenimiento,90.23,Pedro Salazar,La Molina,Regular,28/08/2025
456,2026-03-15,8,7.72,215.96,0,App,Plin,4,623.11,Revisar,Sede 6,Independencia,Oeste,Afinamiento,Motor,215.96,Miguel Campos,Ventanilla,Regular,2025-01-12
457,2026-04-09,6,4.86,S/ 306.55,0,App,transferencia,5,553.35,Revisar,SEDE 7,Chorrillos,Este,,Electricidad,306.55,Lucia Campos,Villa El Salvador,Frecuente,2025-08-03
458,2026-03-28,6,3.38,306.55,5,WhatsApp,Yape,1,453.02,ok,SEDE 7,Chorrillos,Este,,Electricidad,306.55,,INDEPENDENCIA,Frecuente,2025-09-25
459,2026-04-07,6,11.16,306.55,0,App,Yape,1,733.3,Revisar,Sede 1,Ate,Sur,,Electricidad,306.55,Andre Mendoza,Los Olivos,Nuevo,2025-09-01
460,,2, 5.61 ,143.51 aprox,15,Telefono,,2,451.64,Revisar,Sede 2,AtE,Sur,Revision electrica,,143.51,Rocio Torres,,Corporativo,2025-10-08
461,2026-03-03,2,3.35,90.23,0,App,YaPe,4,277.13,Promocion,Sede 3,,Oeste,Cambio de aceite,Mantenimiento,90.23,Miguel Ramos,Ventanilla,Premium,2025-04-21
462,2026-05-06,7,9.55,143.51,10,web,Yape,2,602.31,Cliente frecuente,Sede 5,Independencia,Este,Revision electrica,,143.51,Jose Sayan,Los Olivos,Premium,03/06/2025
463,2026-02-13,3,10.04,306.55,0,Telefono,TRANSFERENCIA,3,670.93,,Sede 2,AtE,Sur,,Electricidad,306.55,Lucia Campos,Villa El Salvador,Frecuente,2025-08-03
464,2026-06-14,1, 3.62 ,482.37,5,WhatsApp,plin,,475.08,Revisar,Sede 1,Ate,Sur,Embrague,Mecanica,482.37,Diana Flores,La Molina,Nuevo,2025-12-16
465,2026-01-25,2,8.01,182.15,0,WhatsApp,Tarjeta,2,576.12,,Sede 6,Independencia,Oeste,Frenos,Seguridad,182.15,Raul Salazar,Ate,Nuevo,2025/10/07
466,2026-04-22,5,0.65,306.55,15,Presencial,Transferencia,1,363.71,,Sede 3,,Oeste,,Electricidad,306.55,DiEgO CaMpOs,Surco,Nuevo,2025-04-11
467,2026-01-20,6,1.62,482.37, 15 ,Web,Yape,5,514.06,OK,SEDE 7,Chorrillos,Este,Embrague,Mecanica,482.37,Carlos Cruz,Surco,Premium,2025-12-11
468,2026-03-26,1,2.31,182.15,15,WhatsApp,Tarjeta,2,313.74,Revisar,SEDE 7,Chorrillos,Este,Frenos,Seguridad,182.15,,INDEPENDENCIA,Frecuente,2025-09-25
469,2026-01-06,4,6.05,182.15, 0 ,APP,Tarjeta,1,432.15,,Sede 4,Ate,  Este ,Frenos,Seguridad,182.15,Diego Flores,San Miguel,Corporativo,2025-03-07
470,27/06/2026,4 aprox,8.48,215.96,0,WhatsApp,Plin,3, 588.71 ,Promocion,Sede 6,Independencia,Oeste,Afinamiento,Motor,215.96,Carlos Cruz,Surco,Premium,2025-12-11
471,2026-06-10,5, 8.61 ,S/ 111.57,0,WhatsApp,Efectivo,2,1931.45,Promocion,Sede 2,AtE,Sur,Diagnostico scanner,Diagnostico,111.57,Luis Flores,San Miguel,Nuevo,2025-08-19
472,2026-06-07,3,1.05,143.51,20,WhatsApp,Transferencia,5,216.32,ReViSaR,Sede 6,Independencia,Oeste,Revision electrica,,143.51,ANDRE GOMEZ,Ate,,2025-01-10
473,2026-01-08,6,10.62,"275,62",10,App,  Efectivo ,5,743.24,OK,Sede 4,Ate,  Este ,SuSpEnSiOn,MECANICA,275.62,Diana Quispe,Villa El Salvador,Premium,2025-10-26
474,2026-05-27,2,2.94,275.62,10,WhatsApp,Yape,,388.32,OK,Sede 3,,Oeste,SuSpEnSiOn,MECANICA,275.62,Fiorella Salazar,San Miguel,Premium,2025-09-13
475,2026-04-12,8,10.86,90.23,10,WhatsApp,Transferencia,5,687.82,Revisar,SEDE 7,Chorrillos,Este,Cambio de aceite,Mantenimiento,90.23,Andre Castillo,Ate,Nuevo,2025-11-03
476,,1,6.35,306.55,0,App,Tarjeta,2,536.87,Cliente frecuente,Sede 5,Independencia,Este,,Electricidad,306.55,Miguel Castillo,Los Olivos,Frecuente,2025-01-23
477,2026-05-13,8,,306.55,0,TELEFONO,Efectivo,3,648.97,OK,Sede 1,Ate,Sur,,Electricidad,306.55,Raul Reyes,Ventanilla,PREMIUM,2025-11-24
478,06-05-2026,7,4.25,111.57,0,Web,Transferencia,2,407.12,Cliente frecuente,Sede 3,,Oeste,Diagnostico scanner,Diagnostico,111.57,Victor Gomez,Lima,Regular,2025/05/07
479,, 2 ,0.66,306.55,0,WeB,Efectivo,2,303.41,CLIENTE FRECUENTE,Sede 4,Ate,  Este ,,Electricidad,306.55,Diego Sayan,  Independencia ,Corporativo,2025-07-10
480,2026-02-17,6,9.08,77.01,0,App,Transferencia,4,543.65,OK,Sede 6,Independencia,Oeste,Alineamiento,Mantenimiento,77.01,Pedro Gomez,Miraflores,regular,2025-10-08
481,2026-01-21,2,"6,12",275.62,0,TeLeFoNo,Efectivo,2,495.32,,Sede 5,Independencia,Este,SuSpEnSiOn,MECANICA,275.62,Fiorella Salazar,San Miguel,Premium,2025-09-13
482,2026-03-10,2,8.58,482.37,0,,Plin,3,795.32,Cliente frecuente,Sede 5,Independencia,Este,Embrague,Mecanica,482.37,Sofia Navarro,Surco,Premium,2025-10-26
483,2026-06-27,4,2.71,77.01,0,WhatsApp,Plin,1,238.73,,Sede 1,Ate,Sur,Alineamiento,Mantenimiento,77.01,Andre Flores,Los Olivos,Regular,2025-05-23
484,2026-05-08,2,9.58,77.01,0,Web,Transferencia,2,515.17,OK,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,Carlos Ramos,Ventanilla,Corporativo,2025-08-24
485,2026-05-16,7,2.12,90.23,8,Presencial,Plin,2,257.52,OK,Sede 5,Independencia,Este,Cambio de aceite,Mantenimiento,90.23,Lucia Campos,Villa El Salvador,Frecuente,2025-08-03
486,2026-03-02,,2.36,275.62,5,WhatsApp,Yape,1,423.76,revisar,SEDE 7,Chorrillos,Este,SuSpEnSiOn,MECANICA,275.62,Pedro Flores,Comas,Premium,2025-04-07
487,2026-04-25,5,2.05,275.62,0,App,Yape,1,404.46,,Sede 2,AtE,Sur,SuSpEnSiOn,MECANICA,275.62,,INDEPENDENCIA,Frecuente,2025-09-25
488,2026-06-20,8,9.3,143.51,8,WhatsApp,,4,628.89,Revisar,Sede 2,AtE,Sur,Revision electrica,,143.51,Carlos Salazar,Surco,Frecuente,2025-11-22
489,2026-04-06,2,6.04,143.51,0,App,Transferencia,5,415.79,Revisar,Sede 1,Ate,Sur,Revision electrica,,143.51,Jorge Paredes,La Molina,Nuevo,2025-02-09
490,2026-06-05,4,3.0,215.96,15 aprox,,Tarjeta,4,393.04,,Sede 2,AtE,Sur,Afinamiento,Motor,215.96,Maria Salazar,Callao,Nuevo,2025-07-16
491,2026-03-28,2 aprox,4.94,77.01,10,Web,TRANSFERENCIA,2,959.87,Revisar,Sede 4,Ate,  Este ,Alineamiento,Mantenimiento,77.01,Claudia Salazar,San Miguel,  Nuevo ,2025-03-05
492,2026-02-18,7,8.53,482.37,8,App,Plin,5, 842.48 ,OK,Sede 4,Ate,  Este ,Embrague,Mecanica,482.37,Raul Reyes,Ventanilla,PREMIUM,2025-11-24
493,2026-04-02,6,5.33,306.55,10,  Telefono ,Plin,4,561.67,Revisar,SEDE 7,Chorrillos,Este,,Electricidad,306.55,Luis Flores,San Miguel,Nuevo,2025-08-19
494,2026-01-27,1 aprox,5.82,,0,Presencial,Tarjeta,4,561.2,,Sede 2,AtE,Sur,,Electricidad,306.55,Jorge Paredes,La Molina,Nuevo,2025-02-09
495,,5,,111.57,5,Telefono,Transferencia,1,,Revisar,SEDE 7,Chorrillos,Este,Diagnostico scanner,Diagnostico,111.57,Andre Mendoza,Los Olivos,Nuevo,2025-09-01
496,2026-03-15,8,2.44 aprox,482.37,20,Presencial,Tarjeta,3, 552.33 ,Promocion,Sede 5,Independencia,Este,Embrague,Mecanica,482.37,Luis Mendoza,surco,Frecuente,2025-07-20
497, 2026-05-13 , 1 ,7.82,306.55,20,telefono,Efectivo,1,600.0,,Sede 5,Independencia,Este,,Electricidad,306.55,Andre Mendoza,Los Olivos,Nuevo,2025-09-01
498,2026-06-23,7,11.58,306.55,10,,EFECTIVO,5,784.52,OK,Sede 3,,Oeste,,Electricidad,306.55,Pedro Torres,Villa El Salvador,Regular, 2025-05-11 
499,2026-02-10,3,11.3,77.01,0,Presencial,Efectivo,3,620.04,REVISAR,Sede 2,AtE,Sur,Alineamiento,Mantenimiento,77.01,Pedro Cruz,La Molina,Premium,2025-11-25
500,2026-02-19,2,9.44, 90.23 ,5,App,Tarjeta,3,486.03 aprox,Revisar,Sede 1,Ate,Sur,Cambio de aceite,Mantenimiento,90.23,Diana Sayan,LA MOLINA,Corporativo,2025-05-16
