id_venta,fecha_operacion,cantidad_unidades,precio_venta_unitario,costo_unitario,descuento_pct,stock_inicial,stock_final,merma_unidades,canal,metodo_pago,monto_venta_soles,margen_venta_soles,observacion,tiendas_nombre,tiendas_distrito,tiendas_zona,tiendas_tipo_local,productos_nombre,productos_categoria,productos_proveedor,productos_costo_unitario,productos_precio_lista,clientes_nombre,clientes_distrito,clientes_segmento,clientes_fecha_registro
287,2026-04-24,59,2.7,1.69,0,97,38,0,Telefono,Tarjeta,S/ 402.52,369.79,OK,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Carlos Reyes,Callao,Vecino frecuente,2025-05-23
288,22/04/2026,46,S/ 8.96,5.61,8,67,21,0,Mostrador,Tarjeta,,163.95,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,AnA FlOrEs,Ate,Negocio,2025-11-23
289,2026-01-27,29,5.07,3.33,0,96,67,0,Telefono,,776.27,,Revisar  stock,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Fiorella Ramos,San Juan de Lurigancho,VeCiNo fReCuEnTe,2025-05-09
290,2026-03-05,74,5.13,3.31,15,303,228,1,Telefono,Plin,404.15,"344,31",Revisar stock,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Maria Quispe,Ventanilla,NEGOCIO,2025-09-04
291,2026-01-26,32,14.68,10.09,0,98,65,1 aprox,Telefono,Efectivo,282.76,124.41,Revisar stock,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Carlos Vargas,Villa El Salvador,Ocasional,2025-07-19
292,2026-03-28,72,6.86,4.43,5,254,180,2,Telefono,Transferencia,381.03,251.92,Revisar  stock,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Sofia Ramos,Ate,Ocasional,24/06/2025
293,19-06-2026,75,5.05,3.33,0,229,154,0,Delivery local,Efectivo,534.08,S/ 414.83,Promocion,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,  Maria Reyes ,Los Olivos,Ocasional,2025-01-02
294,2026-02-06,61,15.41,9.79,12,143,82,0,WhatsApp,Transferencia,380.97,127.98,Cliente frecuente,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Andre Quispe,San  Juan  de  Lurigancho,Ocasional,2025-03-02
295,2026-06-25,,2.79,1.62,0,220, 170 ,0,Mostrador,Tarjeta,339.0,309.42,OK,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Andre Rojas,Comas,Familia,12-04-2025
296,2026-02-01,43,2.79,1.68,5,58,15,0,Telefono,Transferencia,278.54,242.91,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,galletas soda,Snacks,Dulcesur,1.64,2.79,Luis Mendoza,Callao,Ocasional,2025-11-11
297,16-01-2026,73,7.14,4.46,3,176,103,0,Telefono,Yape,491.51,359.16,Revisar stock,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,AnA FlOrEs,Ate,Negocio,2025-11-23
298,2026-03-21,20,2.98,1.65,5,48,28,0,Telefono,Efectivo,100.46,99.87,Cliente frecuente,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,galletas soda,Snacks,Dulcesur,1.64,2.79,Maria Quispe,Ventanilla,NEGOCIO,2025-09-04
299,2026-02-24,40,5.54,3.35,0 aprox,188,147,1,Delivery local,Transferencia,361.32,S/ 286.14,OK,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Miguel Sayan,,Negocio,2025-03-21
300,2026-02-09,63,5.16,3.38,12,225,162,0,WhatsApp,Yape,418.18,377.02,,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,RoCiO SaYaN,Ate,Negocio,2025-04-18
301,05-03-2026,72,9.52,"6,73",0,236,164,0,WhatsApp,Efectivo,610.44,361.46,OK,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Raul Ramos,Ate,NeGoCiO,19-06-2025
302,2026-02-21,73,5.04,,15,231,158,0,  Mostrador ,Tarjeta,344.84,286.71,Promocion,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Luis Navarro,Lima,Negocio,2025/05/28
303,2026-01-07,18,5.16,3.38,8,72,54,0,Mostrador,Plin,171.08,126.62,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Victor Castillo,Villa El Salvador,Ocasional,01-06-2025
304,2026-06-24,29,9.66,5.69,15,146,117,0,Delivery local,Transferencia,174.13,120.93,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,,SaN JuAn dE LuRiGaNcHo,Vecino frecuente,2025-11-05
305,2026-05-11,55,7.61,4.79,10,272,217,0,Telefono,Tarjeta, 422.97 ,339.98,Promocion,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Sofia Vargas,CaLlAo,Familia,2025-12-16
306,2026-03-22,28,5.25,3.33,3,192,163,1,Delivery local,Transferencia,474.92,202.88,Promocion,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Camila Campos,San Miguel,Ocasional,2025-04-17
307,2026-01-10,4,3.61,2.28,5,132,125,3,Mostrador,Transferencia,43.15, 22.37 ,Revisar stock,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Ana Castillo,Ate,Negocio,2025-04-02
308,2026-01-22,45,13.7,8.28,8,130,85,0,Telefono,Efectivo,296.27,125.71,,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Carlos Reyes,Callao,Vecino frecuente,2025-05-23
309,2026-02-13,53,5.52,3.49,3,124, 71 ,0,Mostrador,Transferencia,475.2,412.54,,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Camila Huaman,San Miguel,Ocasional,2025-10-03
310,2026-03-26, 41 ,S/ 12.88,8.39,0,195,151,3,Delivery local,Tarjeta,304.43,103.02,OK,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Fiorella Salazar,La Molina,Ocasional,2025-09-01
311,2026-01-23,67,4.77,3.32,15,212,145,,Telefono,Efectivo,358.4,293.79,Revisar stock,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,AnA FlOrEs,Ate,Negocio,2025-11-23
312,2026/04/04,225 aprox,9.96,6.74, 3 ,296,71,0,Telefono,Plin,1662.37,1000.52,Promocion,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Lucia Salazar,Lima,Ocasional,2025-08-17
313,2026-04-28,23,28.65, 19.25 ,10,65,40,2,Delivery local,  Tarjeta ,637.69,-156.11,OK,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,,SaN JuAn dE LuRiGaNcHo,Vecino frecuente,2025-11-05
314,2026-06-12,23,"6,71",4.55,0,,220,,WhatsApp,Transferencia,187.37,105.32,Promocion,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Atun en lata,Conservas,Mar Azul,4.39,6.74,Camila Quispe,Surco,Negocio,2025-08-06
315,2026-04-26,7,,1.71,,190,183,0,Delivery local,Yape,49.69,45.88,,Abarrotes Esperanza 7,La Molina,Sur,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Camila Torres,Villa El Salvador,Negocio,2025-08-02
316,2026-04-07,13,14.57,9.63,0,193,180,0,TeLeFoNo,Tarjeta,114.97,50.23,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Miguel Sayan,,Negocio,2025-03-21
317,2026-03-18,68,12.52,7.83,0,81,, 3 ,delivery local,Tarjeta,655.47,364.69,Cliente frecuente,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Valeria Quispe,San Miguel,Familia,2025-03-27
318,2026-06-05,54,10.11,6.7,3,223,169,0,Delivery local,Transferencia,417.01,244.75,Revisar stock,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Marco Huaman,San Miguel,Vecino frecuente,2025-03-14
319,2026-05-17,63,6.78,4.5,0,157,93,1,Telefono,Yape,446.16,"289,16",,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Atun en lata,Conservas,Mar Azul,4.39,6.74,Claudia Mendoza,San Miguel,Mayorista pequeno,2025-12-02
320,2026/01/13,70,6.92,4.38,5 aprox,244,,0,Mostrador,Tarjeta,576.78,449.45,OK,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Lucia Ramos,Comas,Vecino frecuente, 2025-12-16 
321,2026/03/04,72,4.8,3.36,15,83,11 aprox,0,Delivery local,  Efectivo , 309.65 ,233.43,,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,,Surco,Mayorista pequeno,2025-01-13
322,06/05/2026,54,9.36 aprox,5.66,3,69,15,0,Delivery local,Tarjeta,458.05,318.72,Promocion,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Miguel Mendoza,Callao,Familia,2025-10-24
323,2026-04-12,61,4.79,3.41,,247,181,5,Delivery local,Yape,528.7,444.49,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Valeria Quispe,San Miguel,Familia,2025-03-27
324,2026-02-25,42 aprox,5.02,3.39,10,280,237,1,Delivery local,Transferencia,382.22,331.35,Revisar stock,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Maria Ramos,Los Olivos,Vecino frecuente,2025-06-25
325,2026-02-12,60,S/ 7.19,4.6,8,217,157,0,WhatsApp,Tarjeta,449.14,356.19,Promocion,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Luis Quispe,Ventanilla,Negocio,2025-11-12
326,2026-03-01,70,15.94,9.84,0,156,85 aprox,1,WhatsApp,Plin,360.36,5.24,OK,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Pedro Huaman,Villa El Salvador,Mayorista pequeno,2025-06-16
327,2026-06-07,55,3.01,1.63,0,251,194,2,Telefono,Transferencia,368.48,306.37,Cliente  frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Valeria Quispe,San Miguel,Familia,2025-03-27
328,2026-02-15, 5 ,14.63,9.61,15,123,118,0,Mostrador,Efectivo,57.95,9.9,Promocion,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Diana Vargas,Comas,Familia,2025-11-28
329,2026-05-21,31,3.57, 2.22 ,0,138,104,3,WhatsApp,Plin,313.09,243.03,Cliente frecuente,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Marco Huaman,San Miguel,Vecino frecuente,2025-03-14
330,,8,15.6,9.52,5,209,201, 0 ,WhatsApp,Transferencia,67.7,20.0,Revisar stock,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Carlos Quispe,Ate,Familia,2025-08-24
331,2026-02-08,, 5.15 ,3.34,3,185,124,0,TeLeFoNo,Tarjeta,473.41,384.39,Promocion,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Marco Huaman,San Miguel,Vecino frecuente,2025-03-14
332,2026-06-22,30,5.35,3.47,12,84,54,0,Telefono,Yape,209.18 aprox,167.03,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Ana Soto,La Molina,Vecino frecuente,2025-12-11
333,2026-04-16,36,8.99,5.79,8,222,,1,Telefono,Yape,207.67,105.2,OK,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Claudia Salazar,Chorrillos,Negocio,2025-08-23
334,2026-02-17,71,3.0,1.69,15,109,38,0 aprox,Mostrador,TrAnSfErEnCiA,370.78,384.05,,Abarrotes Esperanza 2,La Molina,Norte,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,Luis Navarro,Lima,Negocio,2025/05/28
335,2026-01-15,50,12.8,8.35,5,290,240,0,WhatsApp,yape,309.02,116.98,Revisar stock,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Pedro Quispe,Los Olivos,Negocio,2025-08-05
336,2026-04-01,42,26.31,19.72,5,76,34 aprox,0,whatsapp,Plin,316.46,-84.69,ClIeNtE FrEcUeNtE,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Camila Castillo,San Miguel,Negocio,2025-12-18
337,2026-05-07,7,12.96,8.33,15,124,117,0,Delivery local,transferencia, 65.25 ,25.5,ok,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Carlos Quispe,Ate,Familia,2025-08-24
338,2026-01-25,32,9.37,5.97,15,122,90,0,telefono,plin,262.88,"205,14",Revisar stock,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Raul Soto,Surco,FaMiLiA,17/03/2025
339,2026-04-13,9,2.88,1.63,3,239,229,1,Telefono,Transferencia,58.95,63.28,Cliente frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Luis Paredes,surco,Vecino frecuente,2025-07-22
340,18/03/2026,66,2.98,S/ 1.64,,189, 123 ,0,Mostrador,Plin,489.58,438.3,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,galletas soda,Snacks,Dulcesur,1.64,2.79,,Villa El Salvador,Ocasional,2025-12-02
341,2026-02-21,34,6.73,4.39,0,258,224, 0 ,Mostrador,  Tarjeta ,236.71,159.1,Revisar stock,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Atun en lata,Conservas,Mar Azul,4.39,6.74,  Maria Reyes ,Los Olivos,Ocasional,2025-01-02
342,2026-06-12,16,"29,1",18.97,3,219 aprox,203,0,WhatsApp,Plin,136.02,-38.21,Revisar stock,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Ana Flores,San Juan de Lurigancho,Ocasional,2025-11-21
343,2026-02-14,70,6.94,4.49,15,202,132,0,WhatsApp,Transferencia,421.46,357.05,Cliente frecuente,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Marco Quispe,Los Olivos,Vecino frecuente,27/12/2025
344,2026-01-03,52,9.52,6.43,0,266,214,0,Delivery local,Yape,389.92,210.5,Revisar stock,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Carlos Reyes,Callao,Vecino frecuente,2025-05-23
345,2026-06-08,19,S/ 9.54,6.92,5,61,40,2,WhatsApp,Plin,,S/ 90.73,OK,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Valeria Rojas,Lima,,2025-01-18
346,2026-01-22,29,4.98,3.35,0,52,23,0,WHATSAPP,EFECTIVO,183.34,144.96,,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Camila Torres,Villa El Salvador,Negocio,2025-08-02
347,2026-06-06,74,15.18,10.01,5,101,27 aprox,0,Telefono,Transferencia,463.58,135.12,Cliente frecuente,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Claudia Salazar,Chorrillos,Negocio,2025-08-23
348,2026-06-17,,12.32,8.03,0,203,193,2,Delivery local,Transferencia,102.42,"29,55",,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Luis Mendoza,  San Juan de Lurigancho ,Mayorista pequeno,2025-03-21
349,2026-01-04,71, 10.32 ,"6,68",8,160,89,0,Mostrador,Efectivo,507.34,303.17,OK,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Raul Ramos,Ate,NeGoCiO,19-06-2025
350,2026-03-23,67,"5,29",3.4,12,246,178,1,Mostrador,Yape,462.39,381.46,Revisar stock,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Jose Paredes,Lima,Vecino frecuente,2025-03-20
351,2026-02-15,44,S/ 10.38,6.8 aprox,15,95,49,2,WhatsApp,Plin,253.77,127.81,Cliente frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Detergente bolsa,Limpieza,Casa Limpia,6.62,9.65,Marco Huaman,San Miguel,Vecino frecuente,2025-03-14
352,2026-04-15,20,15.1,9.88,0,219,194,5,WhatsApp,Efectivo,190.05,25.11,Cliente frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Camila Quispe,Surco,Negocio,2025-08-06
353,2026-01-03,31,5.08,3.39,0,96,65,0,Telefono,Plin,166.89,106.73,Cliente frecuente,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Miguel Vargas,Lima,Mayorista pequeno,2025-10-16
354,2026-01-10,37,3.8,2.34,0,137,98,2,Mostrador,Plin, 311.76 ,250.25,OK,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Jose Paredes,Lima,Vecino frecuente,2025-03-20
355,,39,14.63,9.54,5,163,,0,Telefono,,218.51,,OK,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Cafe instantaneo,Bebidas,Cafe Sierra,9.7,14.87,Luis Mendoza,Villa El Salvador,Ocasional,2025-12-18
356,2026-06-09,20,13.62,7.89,0,64,44, 0 ,Delivery local,TaRjEtA,165.54,67.4,OK,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Diana Vargas,,,2025-12-23
357,2026-06-12,19,7.54,"4,61",0 aprox,76,57,0,Delivery  local,Plin,132.72,,Revisar stock,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,Ana Paredes,Callao,Ocasional,2025-06-26
358,2026-06-14,74,2.7,1.63,8,231, 157 ,0,telefono,Plin,450.28,413.41,,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Claudia Rojas,Ventanilla,Familia,2025-07-18
359,2026-01-18,19,27.46,"19,69",3,169,145,5,Mostrador,Efectivo,S/ 162.16,-140.13,Promocion,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Andre Navarro,Ate,Negocio,2025-10-18
360,2026-05-18,17,7.96,4.62,15,105,88,0 aprox,Mostrador,TaRjEtA,152.68,131.26,Cliente frecuente,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,RoCiO SaYaN,Ate,Negocio,2025-04-18
361,2026-03-07,70,12.5,7.99,0 aprox,114,43, 1 ,Telefono,Transferencia,590.44 aprox,321.41 aprox,Cliente frecuente,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Ana Flores,San Juan de Lurigancho,Ocasional,2025-11-21
362,2026-01-03,23,3.84, 2.21 ,8,90,67,0,WhatsApp,,164.99,141.25,Cliente frecuente,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Ana Navarro,Ventanilla,Vecino frecuente,2025-08-24
363,2026-03-07,12,7.21,4.81,10,207,195,0,Telefono,Tarjeta,87.23,54.11,Revisar stock,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Yogurt familiar,Lacteos,Lacteos Lima,4.69,7.48,,Surco,Mayorista pequeno,2025-01-13
364,2026-02-27,4,5.05,3.48,15,192,188,0,Mostrador,Tarjeta,29.95, 17.65 ,   ,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Lenteja 500g,Menestras,Campo Bueno,3.38,5.14,Camila Torres,Villa El Salvador,Negocio,2025-08-02
365,2026-06-13,48,7.02, 4.48 ,3,77,28,1,Telefono,efectivo,335.57,233.98,Revisar stock,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Atun en lata,Conservas,Mar Azul,4.39,6.74,Ana Flores,San Juan de Lurigancho,Ocasional,2025-11-21
366,2026-01-16,19,27.26,19.33,3 aprox,236,214,3,Delivery local,Yape,163.53,-119.68,OK,Abarrotes Esperanza 4,Miraflores,Norte,Tienda de mercado,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Camila Huaman,San Miguel,Ocasional,2025-10-03
367,2026-05-26,57, 4.99 ,3.47,10,183,126,0,Mostrador,Yape,,368.03,,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Miguel Vargas,Lima,Mayorista pequeno,2025-10-16
368,2026-01-03,50,3.56,2.32,0,273,223,0,Delivery local,Yape,347.31,254.28,Cliente frecuente,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Camila Huaman,San Miguel,Ocasional,2025-10-03
369,2026-01-21,23,9.11,S/ 5.85,10,147,123, 1 ,Mostrador,Plin,152.14,79.37,Cliente  frecuente,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Andre Huaman,ate,MAYORISTA PEQUENO,2025-10-12
370,2026-03-13, 26 ,3.72,2.17,5,91,65,0,Mostrador,Tarjeta,198.07,"150,64",OK,Abarrotes Esperanza 2,La Molina,Norte,Almacen,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Valeria Reyes,Chorrillos,VeCiNo fReCuEnTe,2025-12-24
371,2026-06-04,63,4.61,3.29 aprox,12,221,158,0,,TRANSFERENCIA,471.04,421.21,OK,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Azucar rubia 1kg,Endulzantes,Dulce Peru,3.35,4.79,Pedro Huaman,Villa El Salvador,Mayorista pequeno,2025-06-16
372,2026-06-11,46,12.54,8.27,0,165,,0,  Delivery local ,EfEcTiVo,342.17,148.73,,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Carlos Salazar,Chorrillos,Vecino frecuente,2025-01-16
373,2026-06-12,5,9.76,5.82,10,166,161,0,Telefono,Efectivo,61.95,29.32,Revisar  stock,Abarrotes Esperanza 7,La Molina,Sur,Almacen,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,,La Molina,Vecino frecuente,2025-04-01
374,2026-02-12,17,5.15,3.2,10,96,79,0,delivery local,Yape,89.43,,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Fiorella Navarro,Callao,  Ocasional ,2025-01-04
375,2026-06-07,46,S/ 2.83,1.62, 10 ,75,29,0,Mostrador,TaRjEtA,252.83,"233,37",PROMOCION,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,galletas soda,Snacks,Dulcesur,1.64,2.79,Miguel Sayan,,Negocio,2025-03-21
376,2026-01-14,40,3.72, 2.2 ,8,50,10,0,Mostrador,Tarjeta,263.83, 243.3 ,,Abarrotes Esperanza 5,La Molina,Este,Tienda de mercado,Fideos spaghetti,Pastas,Pastas Sol,2.23,3.62,Lucia Sayan,surco,FAMILIA,2025-07-13
377,2026-05-20,36,13.38,8.18,0,167,131,0,Telefono,Efectivo,250.35,77.14,OK,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Aceite vegetal 1L,Aceites,  Oleo Andino ,8.03,12.76,Ana Castillo,Ate,Negocio,2025-04-02
378,02/06/2026,55,5.49,S/ 3.32,15,96,39,2,WhatsApp,Tarjeta,295.01,261.02,OK,Abarrotes Esperanza 3,Los Olivos,Norte,Almacen,Leche evaporada,Lacteos,Lacteos Lima,3.19,5.1,Marco Quispe,Los Olivos,Vecino frecuente,27/12/2025
379,2026-04-23,28,2.73,1.61, 3 ,68,40,0,Mostrador,TrAnSfErEnCiA,212.48,188.82,Cliente frecuente,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Valeria Quispe,San Miguel,Familia,2025-03-27
380,2026/05/14,7,2.76,1.62,10,212,205 aprox, 0 ,Telefono,Tarjeta,52.26,39.35,Cliente frecuente,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,galletas soda,Snacks,Dulcesur,1.64,2.79,Ana Paredes,Callao,Ocasional,2025-06-26
381,2026-06-24,36,8.96,5.72,0,189 aprox,153,0,MOSTRADOR,Transferencia,,142.8,Revisar stock,Abarrotes Esperanza 1,Los Olivos,Sur,Tienda  de  mercado,Papel higienico,Limpieza,Suave Hogar,5.76,9.3,Fiorella Navarro,Callao,  Ocasional ,2025-01-04
382,2026-03-21,49,28.94,18.55,12,108,59,0,Mostrador,Plin,427.37,18.0,,Abarrotes Esperanza 6,Comas,Centro,ALMACEN,Arroz extra 5kg,granos,Molino Norte,18.95,27.3,Sofia Ramos,Ate,Ocasional,24/06/2025
